Минут до метро,Количество комнат,Площадь,Этаж,Количество этажей,Цена
13.0,1.0,44.79,9.0,16,8644470.0
13.0,1.0,42.81,11.0,16,8433570.0
13.0,1.0,40.16,9.0,16,7911520.0
13.0,1.0,40.16,15.0,16,8072160.0
13.0,1.0,45.27,11.0,16,8918190.0
13.0,1.0,45.27,17.0,16,9099270.0
13.0,2.0,64.45,25.0,16,11665450.0
13.0,1.0,44.79,3.0,16,8644470.0
13.0,1.0,44.79,7.0,16,8644470.0
13.0,1.0,44.79,15.0,16,8823630.0
13.0,1.0,42.81,15.0,16,8433570.0
13.0,2.0,61.51,3.0,16,10825760.0
13.0,2.0,66.18,3.0,16,11647680.0
13.0,2.0,66.18,5.0,16,11647680.0
13.0,2.0,63.07,7.0,16,10974180.0
13.0,2.0,63.07,11.0,16,11226460.0
13.0,2.0,66.18,11.0,16,11780040.0
13.0,2.0,63.07,13.0,16,11226460.0
13.0,2.0,55.72,13.0,16,10308200.0
13.0,2.0,66.18,13.0,16,11780040.0
13.0,2.0,62.81,5.0,16,11054560.0
13.0,2.0,62.22,11.0,16,11075160.0
13.0,2.0,62.81,11.0,16,11180180.0
13.0,2.0,69.35,3.0,16,12205600.0
13.0,3.0,89.34,5.0,16,15009120.0
13.0,2.0,71.71,5.0,16,12620960.0
13.0,2.0,71.71,11.0,16,12764380.0
13.0,3.0,84.4,11.0,16,14094800.0
13.0,3.0,89.34,13.0,16,15098460.0
13.0,2.0,71.71,13.0,16,12764380.0
13.0,3.0,70.95,3.0,16,12061500.0
13.0,2.0,55.41,3.0,16,10029210.0
13.0,3.0,70.95,5.0,16,12061500.0
13.0,2.0,55.41,5.0,16,10029210.0
13.0,2.0,66.3,9.0,16,11668800.0
13.0,2.0,59.59,9.0,16,10487840.0
13.0,2.0,64.45,11.0,16,11472100.0
13.0,2.0,55.41,11.0,16,10250850.0
13.0,2.0,62.75,11.0,16,11044000.0
13.0,2.0,59.59,11.0,16,10607020.0
13.0,2.0,64.45,13.0,16,11472100.0
13.0,2.0,62.81,3.0,16,11054560.0
13.0,2.0,62.22,5.0,16,10950720.0
13.0,2.0,62.22,7.0,16,10950720.0
13.0,2.0,62.81,7.0,16,11054560.0
13.0,2.0,62.22,9.0,16,10950720.0
13.0,2.0,62.81,13.0,16,11180180.0
13.0,2.0,61.53,3.0,16,10829280.0
13.0,2.0,55.74,7.0,16,10088940.0
13.0,3.0,71.3,7.0,16,12121000.0
13.0,2.0,61.53,11.0,16,10952340.0
13.0,2.0,55.74,11.0,16,10311900.0
13.0,2.0,55.74,13.0,16,10311900.0
19.0,1.0,44.56,3.0,11,8600080.0
19.0,1.0,44.56,15.0,11,8778320.0
19.0,1.0,44.56,19.0,11,8956560.0
19.0,1.0,44.08,13.0,11,8683760.0
19.0,2.0,62.41,15.0,11,11108980.0
19.0,2.0,70.07,15.0,11,12472460.0
19.0,1.0,46.17,15.0,11,9095490.0
19.0,3.0,71.4,3.0,11,12138000.0
19.0,2.0,63.25,7.0,11,11132000.0
19.0,2.0,63.25,11.0,11,11258500.0
19.0,3.0,71.4,11.0,11,12209400.0
19.0,2.0,66.31,11.0,11,12134730.0
19.0,2.0,61.64,13.0,11,10971920.0
19.0,2.0,55.85,13.0,11,10332250.0
19.0,2.0,66.31,13.0,11,12134730.0
19.0,3.0,89.7,11.0,11,15159300.0
19.0,3.0,89.7,13.0,11,15159300.0
19.0,2.0,70.07,13.0,11,12472460.0
19.0,3.0,87.23,3.0,11,14654640.0
19.0,3.0,81.0,7.0,11,13446000.0
19.0,3.0,87.46,13.0,11,14605820.0
19.0,2.0,56.31,9.0,11,10192110.0
19.0,2.0,62.41,7.0,11,10984160.0
19.0,3.0,68.62,13.0,11,11734020.0
8.0,1.0,38.0,10.0,12,7400000.0
8.0,2.0,59.7,3.0,17,10083330.0
8.0,1.0,33.5,3.0,17,7370000.0
14.0,3.0,56.85,16.0,14,8417560.0
14.0,1.0,31.71,10.0,14,4774987.0
11.0,3.0,77.39,16.0,20,9293517.0
12.0,2.0,69.82,11.0,9,10830000.0
12.0,4.0,196.98,1.0,9,24340000.0
12.0,2.0,138.39,1.0,9,16720000.0
12.0,2.0,139.2,1.0,9,16720000.0
13.0,2.0,64.45,17.0,16,11665450.0
13.0,2.0,66.18,9.0,16,11647680.0
13.0,2.0,61.51,13.0,16,10948780.0
13.0,2.0,62.81,9.0,16,11054560.0
13.0,3.0,84.4,9.0,16,14179200.0
13.0,2.0,62.75,3.0,16,11044000.0
13.0,2.0,66.3,5.0,16,11668800.0
13.0,2.0,47.4,23.0,11,9612720.0
13.0,3.0,71.7,8.0,11,14031690.0
13.0,2.0,59.8,11.0,11,11589240.0
13.0,1.0,35.7,10.0,11,8635830.0
13.0,1.0,35.7,25.0,11,8268120.0
13.0,1.0,35.7,8.0,11,7836150.0
13.0,2.0,32.1,6.0,11,7607700.0
13.0,1.0,32.0,19.0,11,7465600.0
13.0,0.0,23.2,11.0,11,6038960.0
5.0,0.0,26.9,25.0,16,6482900.0
14.0,2.0,39.69,9.0,14,6048004.0
11.0,2.0,47.4,6.0,20,6211089.0
11.0,4.0,75.2,12.0,20,9392953.0
11.0,2.0,42.32,8.0,20,5310447.0
16.0,2.0,33.35,16.0,20,4895312.0
13.0,1.0,44.04,14.0,16,8675880.0
13.0,2.0,66.18,11.0,16,11780040.0
13.0,3.0,71.3,7.0,16,12121000.0
13.0,2.0,61.53,11.0,16,10952340.0
13.0,2.0,61.51,3.0,16,10825760.0
13.0,2.0,61.51,13.0,16,10948780.0
13.0,2.0,55.72,13.0,16,10308200.0
13.0,2.0,66.18,13.0,16,11780040.0
13.0,2.0,66.18,3.0,16,11647680.0
13.0,2.0,62.22,5.0,16,10950720.0
13.0,2.0,66.18,5.0,16,11647680.0
13.0,3.0,89.34,3.0,16,15009120.0
13.0,2.0,69.35,3.0,16,12205600.0
13.0,2.0,63.07,7.0,16,11100320.0
13.0,2.0,66.18,9.0,16,11647680.0
13.0,2.0,63.07,11.0,16,11226460.0
13.0,2.0,61.53,3.0,16,10829280.0
14.0,1.0,31.71,6.0,14,4728913.0
14.0,0.0,21.87,8.0,14,4579618.0
13.0,2.0,71.71,13.0,16,12764380.0
13.0,3.0,70.95,3.0,16,12841950.0
13.0,2.0,62.75,3.0,16,11044000.0
13.0,3.0,70.95,5.0,16,12841950.0
13.0,2.0,55.41,5.0,16,10029210.0
13.0,2.0,66.3,5.0,16,11668800.0
13.0,2.0,55.41,7.0,16,10029210.0
13.0,3.0,70.95,9.0,16,12841950.0
13.0,2.0,64.45,11.0,16,11472100.0
13.0,2.0,59.59,11.0,16,10607020.0
13.0,2.0,64.45,13.0,16,11472100.0
13.0,2.0,62.22,5.0,16,10950720.0
13.0,2.0,62.22,11.0,16,11075160.0
25.0,2.0,51.5,8.0,15,6849000.0
25.0,0.0,28.8,2.0,17,4500000.0
12.0,2.0,67.0,4.0,9,6310000.0
5.0,2.0,63.2,14.0,10,16290000.0
13.0,3.0,85.23,11.0,16,14233410.0
9.0,1.0,33.8,2.0,14,6749860.0
9.0,1.0,33.9,2.0,14,6769830.0
9.0,2.0,63.0,6.0,14,9985500.0
9.0,1.0,33.8,7.0,14,6530160.0
9.0,2.0,55.5,1.0,14,8130750.0
9.0,1.0,38.7,1.0,14,6683490.0
9.0,2.0,42.0,1.0,14,6888000.0
9.0,2.0,53.7,2.0,14,8162400.0
9.0,2.0,40.7,4.0,14,6735850.0
9.0,2.0,65.5,5.0,14,9255150.0
9.0,2.0,65.5,5.0,14,9255150.0
9.0,1.0,32.7,7.0,14,6448440.0
9.0,2.0,54.8,8.0,14,7973400.0
9.0,2.0,40.7,8.0,14,6796900.0
9.0,2.0,65.5,9.0,14,9333750.0
9.0,1.0,32.7,9.0,14,6464790.0
9.0,2.0,53.7,10.0,14,8296650.0
9.0,2.0,40.7,10.0,14,6817250.0
9.0,1.0,35.9,5.0,14,6569700.0
9.0,1.0,37.9,6.0,14,6886430.0
9.0,2.0,50.8,5.0,14,8001000.0
9.0,2.0,57.6,8.0,14,8467200.0
9.0,1.0,29.8,9.0,14,5831860.0
9.0,2.0,51.3,11.0,14,7951500.0
9.0,3.0,72.5,14.0,14,10530625.0
9.0,1.0,36.6,5.0,14,7107720.0
9.0,1.0,36.6,5.0,14,7107720.0
9.0,1.0,36.6,14.0,14,7144320.0
9.0,2.0,44.8,14.0,14,7974400.0
9.0,2.0,58.8,3.0,14,8085000.0
9.0,1.0,34.9,5.0,14,6980000.0
9.0,1.0,34.9,7.0,14,7004430.0
9.0,2.0,55.9,3.0,14,8999900.0
9.0,2.0,60.6,5.0,14,9623280.0
9.0,2.0,58.9,6.0,14,9158950.0
9.0,2.0,55.9,6.0,14,9055800.0
9.0,3.0,67.8,7.0,14,11203950.0
9.0,1.0,41.3,7.0,14,7834610.0
9.0,2.0,58.9,9.0,14,9276750.0
9.0,3.0,67.8,10.0,14,11271750.0
9.0,1.0,41.3,10.0,14,7875910.0
9.0,2.0,58.0,22.0,17,7714000.0
6.0,4.0,88.52,6.0,15,19200000.0
9.0,1.0,41.5,4.0,14,8531985.0
9.0,2.0,53.2,5.0,14,9405760.0
9.0,3.0,76.1,6.0,14,12558121.0
9.0,1.0,39.0,7.0,14,8096010.0
9.0,1.0,41.5,12.0,14,8594235.0
9.0,1.0,35.3,4.0,14,7396056.0
9.0,1.0,35.5,5.0,14,7437960.0
9.0,3.0,76.0,5.0,14,12657360.0
9.0,2.0,60.2,4.0,14,11552258.0
9.0,3.0,86.4,14.0,14,13730688.0
9.0,2.0,59.1,14.0,14,10711284.0
10.0,2.0,41.3,15.0,15,6490000.0
4.0,3.0,74.35,9.0,10,19952863.0
16.0,2.0,52.74,12.0,20,6583436.0
16.0,3.0,51.1,14.0,20,7240918.0
16.0,3.0,62.11,9.0,20,9253167.0
16.0,3.0,61.04,10.0,20,7674174.0
14.0,2.0,40.35,12.0,14,5728144.0
14.0,1.0,33.43,15.0,14,5456602.0
14.0,2.0,46.23,8.0,14,6848477.0
12.0,0.0,26.42,5.0,20,4871161.0
11.0,4.0,75.86,10.0,20,9625432.0
11.0,2.0,39.84,14.0,20,5641922.0
11.0,2.0,44.44,15.0,20,6170902.0
8.0,1.0,40.7,10.0,14,8100000.0
19.0,2.0,66.31,11.0,11,12002110.0
19.0,2.0,54.5,13.0,11,10246000.0
19.0,2.0,61.64,13.0,11,11156840.0
19.0,2.0,55.85,13.0,11,10499800.0
19.0,2.0,66.31,13.0,11,12002110.0
19.0,3.0,89.7,3.0,11,15338700.0
19.0,3.0,89.7,7.0,11,15338700.0
19.0,3.0,85.14,11.0,11,14644080.0
19.0,2.0,70.07,13.0,11,12682670.0
19.0,2.0,63.25,7.0,11,11321750.0
19.0,2.0,63.65,9.0,11,11393350.0
19.0,2.0,67.2,9.0,11,12028800.0
19.0,2.0,60.49,9.0,11,10827710.0
19.0,2.0,62.41,7.0,11,11171390.0
19.0,2.0,60.29,3.0,11,10791910.0
19.0,3.0,68.62,3.0,11,11871260.0
19.0,2.0,63.25,11.0,11,11448250.0
13.0,3.0,77.0,14.0,11,14198800.0
3.0,2.0,58.8,18.0,16,10813320.0
13.0,2.0,54.2,8.0,11,10758700.0
13.0,2.0,54.8,12.0,11,10735320.0
13.0,2.0,50.7,5.0,11,10216050.0
13.0,1.0,39.4,8.0,11,8813780.0
13.0,1.0,35.6,6.0,11,7917440.0
3.0,1.0,35.7,14.0,16,7732620.0
13.0,1.0,33.8,8.0,11,7811180.0
3.0,1.0,32.0,8.0,16,7449600.0
13.0,0.0,23.3,5.0,11,6095280.0
13.0,0.0,21.5,13.0,11,5981300.0
3.0,0.0,19.7,12.0,16,5309150.0
14.0,4.0,79.39,12.0,14,10611386.0
14.0,2.0,37.53,15.0,14,5789378.0
14.0,1.0,36.36,15.0,14,5621801.0
14.0,2.0,37.02,15.0,14,5685725.0
14.0,2.0,36.36,15.0,14,5970882.0
11.0,2.0,40.74,11.0,20,5731772.0
11.0,2.0,42.32,8.0,20,5356872.0
19.0,2.0,60.29,9.0,11,10791910.0
19.0,2.0,63.05,3.0,11,11285950.0
8.0,1.0,34.0,5.0,15,6200000.0
30.0,1.0,39.9,7.0,15,7200000.0
7.0,2.0,76.0,16.0,22,12937000.0
20.0,2.0,35.6,15.0,17,7200000.0
11.0,2.0,33.88,11.0,20,4445354.0
13.0,2.0,66.18,25.0,16,11978580.0
13.0,1.0,40.16,5.0,16,7991840.0
13.0,1.0,45.27,15.0,16,8918190.0
13.0,2.0,63.07,5.0,16,11100320.0
13.0,2.0,69.35,7.0,16,12205600.0
13.0,2.0,71.71,7.0,16,12620960.0
13.0,3.0,84.4,7.0,16,14179200.0
13.0,2.0,69.35,13.0,16,12344300.0
13.0,2.0,66.3,7.0,16,11668800.0
19.0,1.0,44.56,23.0,11,8956560.0
19.0,1.0,44.08,3.0,11,8507440.0
19.0,1.0,44.08,5.0,11,8507440.0
19.0,1.0,44.08,7.0,11,8507440.0
19.0,1.0,43.0,15.0,11,8471000.0
19.0,1.0,44.82,5.0,11,8650260.0
19.0,1.0,44.82,7.0,11,8650260.0
19.0,1.0,46.17,7.0,11,8910810.0
19.0,1.0,46.17,17.0,11,9280170.0
19.0,1.0,46.17,21.0,11,9280170.0
19.0,1.0,44.08,3.0,11,8507440.0
19.0,1.0,43.0,13.0,11,8471000.0
19.0,2.0,63.05,3.0,11,11096800.0
19.0,2.0,62.41,11.0,11,11108980.0
19.0,2.0,69.71,3.0,11,12268960.0
19.0,4.0,83.8,5.0,11,15838200.0
19.0,4.0,83.8,7.0,11,15838200.0
19.0,4.0,83.8,9.0,11,16257200.0
19.0,3.0,85.14,11.0,11,14388660.0
19.0,3.0,81.0,5.0,11,13446000.0
19.0,3.0,87.23,5.0,11,14654640.0
19.0,3.0,71.85,3.0,11,12214500.0
19.0,2.0,56.31,3.0,11,10192110.0
19.0,3.0,71.85,5.0,11,12214500.0
19.0,2.0,63.65,9.0,11,11202400.0
19.0,2.0,67.2,9.0,11,11827200.0
19.0,2.0,60.49,9.0,11,10646240.0
19.0,3.0,71.85,11.0,11,12286350.0
19.0,2.0,63.65,11.0,11,11329700.0
19.0,2.0,62.41,3.0,11,10984160.0
19.0,2.0,63.05,3.0,11,11096800.0
19.0,3.0,68.62,5.0,11,11665400.0
19.0,2.0,60.29,7.0,11,10611040.0
19.0,2.0,54.5,11.0,11,10082500.0
7.0,3.0,92.8,11.0,17,10876160.0
7.0,1.0,33.7,6.0,17,6632160.0
7.0,0.0,23.4,8.0,17,4827420.0
7.0,0.0,23.4,8.0,17,4743180.0
9.0,2.0,58.0,21.0,17,7714000.0
16.0,2.0,54.1,7.0,20,6552425.0
13.0,1.0,38.09,5.0,14,6454655.0
13.0,1.0,36.36,5.0,14,6411795.0
14.0,3.0,77.01,14.0,14,10322704.0
14.0,1.0,31.98,15.0,14,5714562.0
14.0,0.0,26.25,10.0,14,5145226.0
14.0,0.0,26.25,4.0,14,4287822.0
13.0,0.0,24.57,17.0,14,4528657.0
13.0,3.0,74.12,4.0,14,9069990.0
13.0,2.0,57.06,4.0,14,7811628.0
11.0,4.0,86.63,8.0,20,10550625.0
11.0,2.0,42.32,16.0,20,5829332.0
16.0,2.0,51.12,3.0,20,6452863.0
8.0,2.0,45.39,5.0,17,5891281.0
8.0,2.0,61.18,9.0,17,7500668.0
8.0,2.0,45.39,11.0,17,5744470.0
8.0,2.0,45.39,15.0,17,5800418.0
8.0,2.0,45.39,17.0,17,5937742.0
8.0,2.0,37.38,17.0,17,5231748.0
8.0,2.0,35.27,2.0,17,5290500.0
8.0,2.0,63.62,2.0,17,7526246.0
8.0,2.0,34.55,6.0,17,5499264.0
8.0,2.0,34.55,7.0,17,5507007.0
8.0,2.0,37.91,7.0,17,5608174.0
8.0,2.0,33.95,11.0,17,5498014.0
8.0,2.0,34.3,11.0,17,5413841.0
8.0,0.0,28.61,15.0,17,5114216.0
8.0,2.0,37.37,4.0,17,5704839.0
8.0,0.0,24.38,10.0,17,4329950.0
8.0,0.0,24.38,11.0,17,4406442.0
8.0,0.0,28.61,14.0,17,4920431.0
8.0,0.0,23.9,6.0,17,3701765.0
8.0,0.0,26.11,8.0,17,4077947.0
8.0,2.0,45.39,12.0,17,6036367.0
8.0,2.0,40.36,12.0,17,5682118.0
8.0,0.0,23.9,12.0,17,3819868.0
8.0,2.0,45.39,14.0,17,6063070.0
8.0,0.0,29.55,7.0,17,5041413.0
8.0,0.0,23.68,9.0,17,4410505.0
8.0,0.0,29.55,9.0,17,5062274.0
8.0,0.0,23.68,12.0,17,4435580.0
8.0,0.0,21.49,5.0,17,3223500.0
8.0,2.0,34.85,6.0,17,4814162.0
8.0,2.0,34.55,6.0,17,4788322.0
8.0,0.0,21.49,7.0,17,3496639.0
8.0,0.0,21.37,8.0,17,3489212.0
8.0,0.0,21.49,9.0,17,3511809.0
8.0,0.0,21.37,9.0,17,3497428.0
8.0,0.0,21.37,9.0,17,3496755.0
8.0,0.0,21.19,9.0,17,3474781.0
8.0,0.0,26.09,6.0,17,4417357.0
8.0,0.0,25.79,9.0,17,4566819.0
8.0,2.0,52.85,3.0,17,6777277.0
8.0,2.0,36.19,4.0,17,5268584.0
8.0,2.0,37.88,4.0,17,5433275.0
8.0,2.0,36.19,5.0,17,5281358.0
8.0,3.0,67.96,7.0,17,8903619.0
8.0,2.0,36.19,7.0,17,5396323.0
8.0,2.0,33.6,7.0,17,5402893.0
8.0,2.0,33.6,9.0,17,5421718.0
8.0,2.0,45.17,11.0,17,6698550.0
8.0,2.0,51.92,13.0,17,7528400.0
8.0,2.0,54.18,15.0,17,7730577.0
8.0,2.0,51.92,17.0,17,7457557.0
8.0,2.0,53.63,10.0,17,7296779.0
8.0,2.0,33.88,14.0,17,5687876.0
8.0,2.0,33.17,14.0,17,5549699.0
8.0,2.0,36.14,14.0,17,5903742.0
8.0,2.0,33.88,16.0,17,5790378.0
8.0,2.0,33.17,16.0,17,5653770.0
8.0,2.0,36.14,16.0,17,6017131.0
8.0,2.0,45.35,2.0,17,5893821.0
8.0,2.0,44.48,12.0,17,6239293.0
8.0,2.0,33.85,12.0,17,5266670.0
8.0,2.0,34.47,12.0,17,5282251.0
8.0,2.0,53.62,14.0,17,7206199.0
8.0,2.0,54.66,15.0,17,6699639.0
8.0,2.0,34.89,16.0,17,5506674.0
8.0,2.0,33.6,5.0,17,5376000.0
8.0,0.0,24.83,11.0,17,4459952.0
8.0,0.0,24.83,15.0,17,4493340.0
8.0,0.0,23.8,12.0,17,4198816.0
8.0,0.0,23.58,12.0,17,4173215.0
8.0,2.0,52.71,5.0,17,7316531.0
8.0,0.0,18.3,14.0,17,3605100.0
8.0,0.0,20.12,16.0,17,3897128.0
8.0,0.0,18.49,16.0,17,3771960.0
8.0,0.0,18.3,16.0,17,3624028.0
8.0,0.0,24.93,17.0,17,4034781.0
8.0,0.0,25.77,17.0,17,4103151.0
14.0,2.0,35.7,14.0,14,5020780.0
13.0,1.0,36.58,4.0,14,5749571.0
13.0,1.0,35.81,4.0,14,5720039.0
13.0,0.0,23.89,4.0,14,4143004.0
11.0,2.0,39.84,10.0,20,5663754.0
11.0,2.0,39.0,10.0,20,5399000.0
4.0,3.0,65.42,5.0,10,16695380.0
5.0,1.0,46.0,2.0,14,10000000.0
13.0,3.0,77.0,7.0,11,14660800.0
13.0,3.0,58.7,5.0,11,11804570.0
13.0,2.0,50.6,19.0,11,10094700.0
13.0,1.0,35.7,7.0,11,7961100.0
13.0,1.0,35.8,5.0,11,7951180.0
13.0,1.0,35.6,19.0,11,7981520.0
13.0,1.0,35.6,23.0,11,7625520.0
13.0,2.0,33.8,6.0,11,7740200.0
13.0,2.0,33.9,12.0,11,7681740.0
13.0,2.0,33.8,14.0,11,7618520.0
13.0,1.0,33.8,17.0,11,7598240.0
13.0,1.0,32.0,3.0,11,7350400.0
13.0,0.0,21.5,19.0,11,5912500.0
13.0,0.0,19.7,7.0,11,5372190.0
13.0,0.0,19.7,21.0,11,5324910.0
13.0,1.0,43.1,12.0,11,9007900.0
14.0,0.0,23.75,3.0,20,2797469.0
16.0,2.0,34.45,3.0,20,5028111.0
16.0,2.0,33.84,4.0,20,4855997.0
16.0,3.0,57.68,14.0,20,8510789.0
14.0,2.0,42.29,14.0,14,6340747.0
14.0,2.0,40.25,2.0,14,5875838.0
14.0,1.0,32.64,12.0,14,5976273.0
14.0,2.0,35.62,14.0,14,5521899.0
14.0,1.0,31.98,16.0,14,5722780.0
14.0,1.0,31.98,11.0,14,5676409.0
14.0,4.0,64.52,14.0,14,8281280.0
14.0,2.0,46.23,11.0,14,6898081.0
11.0,2.0,37.66,3.0,20,4632899.0
11.0,2.0,44.44,16.0,20,6179213.0
11.0,2.0,37.66,11.0,20,4761057.0
11.0,0.0,27.35,10.0,20,4916984.0
11.0,3.0,59.83,6.0,20,8377930.0
11.0,2.0,47.4,2.0,20,6187483.0
11.0,2.0,47.4,2.0,20,6221043.0
11.0,2.0,42.32,13.0,20,5840082.0
13.0,1.0,36.22,11.0,9,5483671.0
13.0,3.0,80.82,8.0,9,8841788.0
13.0,3.0,80.82,9.0,9,8882198.0
13.0,1.0,36.22,9.0,9,5099051.0
13.0,3.0,80.82,9.0,9,8882198.0
13.0,3.0,80.82,10.0,9,8478098.0
13.0,1.0,36.22,10.0,9,5316371.0
13.0,3.0,80.82,13.0,9,9288480.0
13.0,3.0,80.82,13.0,9,9288480.0
13.0,3.0,80.82,8.0,9,8841788.0
13.0,1.0,36.22,8.0,9,5080941.0
13.0,3.0,80.82,7.0,9,8801378.0
13.0,1.0,36.22,7.0,9,5062831.0
13.0,3.0,80.82,7.0,9,8356868.0
13.0,3.0,80.49,6.0,9,8282501.0
13.0,3.0,80.49,6.0,9,8282501.0
13.0,3.0,80.49,3.0,9,7593265.0
13.0,3.0,80.82,9.0,9,8359293.0
13.0,2.0,61.96,13.0,9,8164717.0
13.0,1.0,36.53,13.0,9,5767721.0
13.0,2.0,61.96,13.0,9,8704636.0
13.0,1.0,37.03,14.0,9,5846666.0
13.0,1.0,36.53,14.0,9,5585071.0
13.0,3.0,80.49,2.0,9,7553020.0
13.0,1.0,35.99,2.0,9,4594879.0
13.0,2.0,61.96,9.0,9,8040797.0
13.0,2.0,61.96,7.0,9,7978837.0
13.0,1.0,37.03,7.0,9,5361203.0
13.0,1.0,36.53,7.0,9,5106163.0
13.0,2.0,61.96,7.0,9,7638057.0
13.0,2.0,61.96,9.0,9,8580716.0
13.0,1.0,36.53,10.0,9,5712926.0
13.0,3.0,80.82,7.0,9,8278473.0
13.0,0.0,31.76,8.0,9,4755742.0
13.0,1.0,36.22,17.0,9,5791215.0
13.0,3.0,80.82,17.0,9,9776310.0
13.0,3.0,80.82,17.0,9,9776310.0
13.0,3.0,80.82,15.0,9,9695490.0
13.0,3.0,80.82,15.0,9,9695490.0
13.0,1.0,37.03,16.0,9,5535985.0
13.0,0.0,31.76,16.0,9,4882782.0
13.0,0.0,31.76,11.0,9,4803382.0
13.0,1.0,42.63,11.0,9,5650180.0
13.0,2.0,60.98,15.0,9,8323038.0
13.0,2.0,60.98,16.0,9,8353528.0
13.0,2.0,56.34,11.0,9,6957990.0
13.0,1.0,36.62,4.0,9,5448323.0
13.0,2.0,60.64,4.0,9,7414695.0
13.0,2.0,61.96,7.0,9,8518756.0
13.0,2.0,60.98,7.0,9,8079118.0
13.0,1.0,36.53,9.0,9,5494075.0
13.0,1.0,37.03,9.0,9,5754424.0
13.0,1.0,37.03,8.0,9,5735909.0
13.0,2.0,60.98,9.0,9,8140098.0
13.0,2.0,61.96,10.0,9,8611696.0
13.0,2.0,60.98,14.0,9,8292548.0
13.0,2.0,61.96,12.0,9,8673656.0
13.0,0.0,33.22,8.0,9,5503623.0
13.0,2.0,61.62,6.0,9,7565333.0
13.0,1.0,36.62,6.0,9,5283533.0
8.0,0.0,26.11,4.0,17,4041083.0
8.0,0.0,26.11,9.0,17,4099270.0
8.0,2.0,44.14,6.0,17,6135460.0
13.0,1.0,44.43,25.0,16,8930430.0
13.0,1.0,44.79,3.0,16,8644470.0
13.0,1.0,40.16,7.0,16,7991840.0
13.0,1.0,42.81,5.0,16,8262330.0
13.0,2.0,63.07,3.0,16,11100320.0
13.0,2.0,62.81,3.0,16,11054560.0
13.0,2.0,62.22,7.0,16,10950720.0
13.0,2.0,61.12,5.0,16,10757120.0
13.0,3.0,89.34,7.0,16,15009120.0
13.0,2.0,61.12,9.0,16,10757120.0
13.0,2.0,61.12,13.0,16,10879360.0
13.0,2.0,59.59,7.0,16,10487840.0
13.0,2.0,64.45,9.0,16,11343200.0
13.0,3.0,70.95,13.0,16,12132450.0
13.0,2.0,66.3,13.0,16,11801400.0
13.0,2.0,62.81,5.0,16,11054560.0
19.0,1.0,44.56,9.0,11,8600080.0
19.0,1.0,44.56,17.0,11,8956560.0
19.0,2.0,66.31,21.0,11,12333660.0
19.0,2.0,66.31,23.0,11,12333660.0
19.0,1.0,44.56,25.0,11,8956560.0
19.0,2.0,55.85,25.0,11,10443950.0
19.0,1.0,43.95,5.0,11,8482350.0
19.0,1.0,43.95,7.0,11,8482350.0
19.0,1.0,44.08,11.0,11,8683760.0
19.0,1.0,43.95,11.0,11,8658150.0
19.0,1.0,43.95,13.0,11,8658150.0
19.0,1.0,44.82,3.0,11,8650260.0
19.0,1.0,46.17,11.0,11,9095490.0
19.0,1.0,46.17,23.0,11,9280170.0
19.0,1.0,43.0,7.0,11,8299000.0
19.0,1.0,43.0,9.0,11,8299000.0
19.0,1.0,44.08,13.0,11,8683760.0
19.0,3.0,71.4,13.0,11,12209400.0
19.0,2.0,63.05,5.0,11,11096800.0
19.0,2.0,69.71,5.0,11,12268960.0
19.0,2.0,63.65,3.0,11,11202400.0
19.0,2.0,67.35,7.0,11,11853600.0
19.0,2.0,67.2,7.0,11,11827200.0
19.0,2.0,67.35,11.0,11,11988300.0
19.0,2.0,60.49,11.0,11,10767220.0
19.0,2.0,63.05,5.0,11,11096800.0
19.0,2.0,63.05,9.0,11,11096800.0
19.0,2.0,60.29,11.0,11,10731620.0
19.0,2.0,60.29,13.0,11,10731620.0
10.0,2.0,57.46,8.0,17,7814560.0
10.0,1.0,35.29,14.0,17,5893430.0
10.0,1.0,40.33,9.0,17,6251150.0
10.0,3.0,80.65,7.0,17,9597350.0
10.0,3.0,79.64,7.0,17,9477160.0
10.0,1.0,35.29,13.0,17,5893430.0
10.0,1.0,35.29,17.0,17,6069880.0
10.0,1.0,34.28,3.0,17,5484800.0
10.0,1.0,34.28,19.0,17,5621920.0
10.0,2.0,59.48,7.0,17,7910840.0
10.0,2.0,59.48,11.0,17,7910840.0
10.0,2.0,50.41,14.0,17,6855760.0
10.0,2.0,53.43,13.0,17,7266480.0
10.0,1.0,35.29,19.0,17,5575820.0
10.0,0.0,28.23,13.0,17,4883790.0
10.0,1.0,41.34,9.0,17,6366360.0
10.0,2.0,59.48,7.0,17,8029800.0
10.0,2.0,59.48,9.0,17,8029800.0
10.0,3.0,75.61,17.0,17,9451250.0
10.0,3.0,75.61,3.0,17,9073200.0
10.0,2.0,57.46,10.0,17,7699640.0
10.0,0.0,28.23,8.0,17,4883790.0
13.0,0.0,19.7,12.0,11,5630260.0
12.0,1.0,34.1,9.0,9,3239500.0
16.0,2.0,35.61,10.0,20,5121883.0
12.0,1.0,30.4,3.0,9,5200000.0
13.0,0.0,22.6,20.0,15,4300000.0
13.0,2.0,55.36,8.0,9,6918892.0
10.0,2.0,59.32,22.0,30,14990000.0
11.0,2.0,47.4,16.0,20,6334708.0
15.0,2.0,61.0,17.0,13,10500000.0
16.0,3.0,77.14,16.0,20,7859970.0
9.0,2.0,58.24,13.0,17,7862400.0
