const,Количество комнат,Площадь,Цена
1.0,1.0,44.08,8463360.0
1.0,1.0,36.9,7121700.0
1.0,1.0,43.95,8438400.0
1.0,1.0,44.08,8242960.0
1.0,2.0,63.05,11285950.0
1.0,1.0,43.95,8614200.0
1.0,2.0,62.41,11296210.0
1.0,3.0,71.4,11709600.0
1.0,1.0,44.08,8639680.0
1.0,1.0,43.95,8790000.0
1.0,1.0,44.08,8816000.0
1.0,1.0,43.0,8600000.0
1.0,2.0,62.41,11046570.0
1.0,1.0,43.95,8790000.0
1.0,2.0,60.29,10791910.0
1.0,1.0,43.21,8080270.0
1.0,1.0,39.15,7555950.0
1.0,2.0,60.29,10791910.0
1.0,1.0,43.21,8080270.0
1.0,1.0,44.43,8752710.0
1.0,2.0,55.74,9977460.0
1.0,1.0,44.43,8752710.0
1.0,2.0,66.18,11978580.0
1.0,1.0,44.43,8930430.0
1.0,1.0,44.43,8930430.0
1.0,2.0,66.18,11978580.0
1.0,1.0,44.43,8930430.0
1.0,2.0,66.18,11978580.0
1.0,2.0,62.81,11054560.0
1.0,1.0,44.04,8323560.0
1.0,1.0,44.79,8465310.0
1.0,1.0,44.04,8323560.0
1.0,2.0,62.81,11054560.0
1.0,1.0,44.79,8644470.0
1.0,1.0,44.79,8644470.0
1.0,1.0,42.81,8262330.0
1.0,1.0,44.79,8644470.0
1.0,2.0,62.81,10803320.0
1.0,1.0,44.43,8574990.0
1.0,1.0,44.79,8644470.0
1.0,1.0,42.81,8262330.0
1.0,1.0,44.04,8675880.0
1.0,1.0,42.81,8433570.0
1.0,1.0,44.04,8411640.0
1.0,2.0,62.81,11180180.0
1.0,1.0,44.79,8823630.0
1.0,1.0,42.81,8433570.0
1.0,0.0,28.49,5925920.0
1.0,0.0,27.01,5618080.0
1.0,1.0,44.79,9002790.0
1.0,3.0,89.34,15009120.0
1.0,2.0,69.35,12205600.0
1.0,2.0,61.12,10757120.0
1.0,1.0,40.16,7831200.0
1.0,3.0,89.34,14651760.0
1.0,1.0,40.16,7831200.0
1.0,1.0,40.16,7831200.0
1.0,2.0,69.35,12205600.0
1.0,2.0,61.12,10757120.0
1.0,1.0,40.16,7831200.0
1.0,1.0,32.78,6556000.0
1.0,1.0,40.16,7831200.0
1.0,3.0,84.4,14263600.0
1.0,1.0,32.78,6752680.0
1.0,1.0,40.16,7911520.0
1.0,1.0,32.78,6752680.0
1.0,2.0,61.12,10879360.0
1.0,1.0,40.16,8072160.0
1.0,1.0,32.78,6752680.0
1.0,1.0,40.16,8072160.0
1.0,1.0,32.78,6752680.0
1.0,3.0,84.4,13926000.0
1.0,2.0,63.07,11100320.0
1.0,2.0,66.18,11647680.0
1.0,2.0,62.75,10667500.0
1.0,1.0,45.27,8737110.0
1.0,2.0,59.59,10487840.0
1.0,1.0,45.27,8737110.0
1.0,2.0,66.3,11668800.0
1.0,2.0,64.45,11343200.0
1.0,2.0,66.3,11403600.0
1.0,1.0,45.27,8918190.0
1.0,2.0,64.45,11472100.0
1.0,2.0,66.3,11536200.0
1.0,2.0,66.18,11647680.0
1.0,1.0,45.27,8918190.0
1.0,2.0,59.59,10368660.0
1.0,2.0,64.45,11472100.0
1.0,1.0,45.27,9099270.0
1.0,1.0,45.27,9099270.0
1.0,1.0,45.27,9099270.0
1.0,1.0,45.27,8918190.0
1.0,2.0,64.45,11665450.0
1.0,2.0,64.45,11407650.0
1.0,1.0,45.27,9099270.0
1.0,1.0,45.27,9099270.0
1.0,2.0,62.81,11054560.0
1.0,1.0,44.79,8644470.0
1.0,1.0,42.81,8262330.0
1.0,1.0,44.79,8644470.0
1.0,2.0,62.22,10950720.0
1.0,1.0,44.79,8644470.0
1.0,2.0,62.81,10677700.0
1.0,1.0,44.79,8644470.0
1.0,1.0,42.81,8005470.0
1.0,1.0,44.04,8411640.0
1.0,1.0,44.04,8499720.0
1.0,2.0,62.81,10803320.0
1.0,1.0,42.81,8262330.0
1.0,1.0,44.04,8499720.0
1.0,2.0,62.81,10803320.0
1.0,1.0,44.79,8823630.0
1.0,1.0,42.81,8262330.0
1.0,1.0,44.04,8411640.0
1.0,1.0,44.79,8823630.0
1.0,1.0,44.79,9002790.0
1.0,2.0,61.53,10829280.0
1.0,2.0,55.74,10088940.0
1.0,2.0,61.53,10829280.0
1.0,1.0,44.45,8578850.0
1.0,2.0,54.1,12620000.0
1.0,2.0,54.2,8293358.0
1.0,2.0,50.9,6688006.0
1.0,3.0,92.2,18108080.0
1.0,3.0,92.5,18398250.0
1.0,3.0,91.07,11556783.0
1.0,3.0,67.47,9638090.0
1.0,3.0,78.65,10924485.0
1.0,1.0,36.96,5200000.0
1.0,2.0,59.17,6721774.0
1.0,0.0,29.65,4318869.0
1.0,2.0,33.88,4993539.0
1.0,2.0,39.9,14000000.0
1.0,3.0,82.1,8689005.0
1.0,1.0,38.09,5568798.0
1.0,3.0,60.7,9104089.0
1.0,3.0,65.67,16466752.0
1.0,3.0,67.4,9050448.0
1.0,2.0,55.7,8463837.0
1.0,1.0,27.0,6739200.0
1.0,1.0,40.8,6397440.0
1.0,1.0,42.2,5855250.0
1.0,0.0,25.23,4585553.0
1.0,0.0,25.04,3746226.0
1.0,3.0,75.31,8120043.0
1.0,3.0,73.93,8486880.0
1.0,2.0,35.31,5110835.0
1.0,2.0,56.2,9000000.0
1.0,2.0,59.5,7287560.0
1.0,3.0,77.39,8035388.0
1.0,2.0,33.88,4972127.0
1.0,1.0,39.4,6579800.0
1.0,1.0,39.4,6579800.0
1.0,1.0,40.2,6253000.0
1.0,1.0,39.2,6742400.0
1.0,1.0,38.9,6690800.0
1.0,1.0,38.9,6690800.0
1.0,2.0,62.5,7613600.0
1.0,1.0,40.8,6772800.0
1.0,1.0,40.8,6854400.0
1.0,1.0,39.2,6585600.0
1.0,1.0,39.2,6664000.0
1.0,1.0,39.5,6507200.0
1.0,1.0,39.6,6692400.0
1.0,2.0,60.0,8100000.0
1.0,2.0,42.3,6750099.0
1.0,3.0,60.7,9286189.0
1.0,1.0,44.04,8235480.0
1.0,2.0,43.0,13300000.0
1.0,2.0,48.1,9249000.0
1.0,1.0,43.0,13900000.0
1.0,2.0,42.79,13500000.0
1.0,1.0,39.0,5729100.0
1.0,1.0,42.1,5822430.0
1.0,1.0,42.2,5870020.0
1.0,1.0,41.9,5920470.0
1.0,1.0,41.9,5970750.0
1.0,1.0,41.9,5983320.0
1.0,1.0,39.0,6216600.0
1.0,1.0,39.0,6286800.0
1.0,1.0,41.9,6293380.0
1.0,2.0,61.1,8431800.0
1.0,1.0,42.9,5796305.0
1.0,1.0,46.7,6138248.0
1.0,1.0,41.8,5695668.0
1.0,1.0,46.7,6319257.0
1.0,1.0,41.8,5763050.0
1.0,2.0,60.5,7483124.0
1.0,1.0,46.7,6433579.0
1.0,2.0,60.5,7594202.0
1.0,2.0,52.5,6484275.0
1.0,2.0,57.4,7515382.0
1.0,3.0,82.9,10262191.0
1.0,3.0,82.9,10279103.0
1.0,3.0,82.9,10346749.0
1.0,3.0,82.9,10389028.0
1.0,1.0,46.7,6828941.0
1.0,1.0,46.7,6696780.0
1.0,1.0,46.7,6732506.0
1.0,1.0,42.6,6174018.0
1.0,3.0,82.9,10196700.0
1.0,1.0,42.0,5991720.0
1.0,1.0,42.6,6120768.0
1.0,1.0,46.8,6724224.0
1.0,2.0,52.4,6834008.0
1.0,1.0,46.8,6795828.0
1.0,2.0,52.4,6887456.0
1.0,2.0,60.1,7764680.0
1.0,3.0,83.0,9720545.0
1.0,3.0,83.0,9918998.0
1.0,3.0,83.0,9657050.0
1.0,2.0,53.6,6272793.0
1.0,2.0,52.04,5674779.0
1.0,2.0,53.0,6202910.0
1.0,2.0,52.04,5834023.0
1.0,2.0,53.5,6206577.0
1.0,2.0,53.5,6261145.0
1.0,0.0,23.75,3900000.0
1.0,2.0,47.71,5253768.0
1.0,2.0,52.27,5753043.0
1.0,2.0,52.27,5646413.0
1.0,2.0,53.5,6261145.0
1.0,2.0,47.68,5201851.0
1.0,2.0,48.8,5713738.0
1.0,2.0,47.5,5182325.0
1.0,0.0,24.5,3316332.0
1.0,1.0,34.44,5207760.0
1.0,0.0,21.36,3447358.0
1.0,2.0,35.31,4593297.0
1.0,1.0,36.04,5155257.0
1.0,2.0,35.94,5257965.0
1.0,2.0,38.3,5454728.0
1.0,0.0,27.0,5076000.0
1.0,1.0,42.6,6252232.0
1.0,2.0,57.3,10700000.0
1.0,1.0,44.9,10618850.0
1.0,2.0,64.8,11650000.0
1.0,2.0,59.1,10950000.0
1.0,2.0,59.1,10800000.0
1.0,2.0,56.5,10800000.0
1.0,2.0,56.5,10900000.0
1.0,1.0,35.7,8378790.0
1.0,1.0,34.09,5950874.0
1.0,3.0,68.72,13731962.0
1.0,1.0,31.65,7615213.0
1.0,1.0,33.6,9000000.0
1.0,1.0,37.81,5709310.0
1.0,1.0,39.2,6146560.0
1.0,2.0,60.41,8101701.0
1.0,2.0,60.41,8392473.0
1.0,2.0,61.51,7759707.0
1.0,2.0,48.67,6442416.0
1.0,3.0,58.4,7735331.0
1.0,0.0,19.8,5800000.0
1.0,0.0,22.9,3499333.0
1.0,2.0,55.76,6910818.0
1.0,1.0,31.61,4906744.0
1.0,4.0,72.82,7733499.0
1.0,4.0,75.38,8147857.0
1.0,2.0,51.83,6495737.0
1.0,0.0,25.05,3886267.0
1.0,1.0,44.7,7254810.0
1.0,2.0,35.31,5325661.0
1.0,3.0,52.76,6137908.0
1.0,2.0,37.66,5669709.0
1.0,0.0,23.53,4385206.0
1.0,0.0,26.69,4710442.0
1.0,0.0,26.69,5007502.0
1.0,3.0,57.64,8272464.0
1.0,2.0,49.13,6464954.0
1.0,3.0,57.68,8465914.0
1.0,3.0,61.44,6408036.0
1.0,2.0,37.66,4962384.0
1.0,2.0,37.66,5820613.0
1.0,0.0,23.53,4497185.0
1.0,2.0,53.46,6749337.0
1.0,3.0,58.31,6986920.0
1.0,2.0,49.76,6908750.0
1.0,2.0,37.66,5806754.0
1.0,0.0,27.13,4535576.0
1.0,0.0,26.42,4760582.0
1.0,0.0,26.42,4678759.0
1.0,1.0,38.9,5767236.0
1.0,1.0,34.44,5784251.0
1.0,1.0,31.61,5203151.0
1.0,0.0,26.42,4415827.0
1.0,1.0,36.44,5541150.0
1.0,1.0,34.44,5662884.0
1.0,3.0,62.91,7329429.0
1.0,1.0,31.61,5570207.0
1.0,2.0,54.41,7041995.0
1.0,3.0,62.91,9478130.0
1.0,1.0,34.44,5566005.0
1.0,1.0,36.44,5350496.0
1.0,3.0,62.91,8030885.0
1.0,0.0,26.24,4395125.0
1.0,1.0,35.83,5453359.0
1.0,1.0,35.31,5722182.0
1.0,2.0,55.49,7074084.0
1.0,0.0,29.65,4802164.0
1.0,3.0,72.42,9346055.0
1.0,2.0,40.5,6013861.0
1.0,1.0,35.48,4547335.0
1.0,0.0,25.04,3708490.0
1.0,1.0,33.88,5370607.0
1.0,2.0,42.32,5781680.0
1.0,3.0,77.39,9268365.0
1.0,1.0,35.48,5494012.0
1.0,2.0,40.5,6087813.0
1.0,2.0,56.21,6862795.0
1.0,3.0,59.21,8210078.0
1.0,2.0,42.32,5742873.0
1.0,2.0,39.84,5633675.0
1.0,2.0,42.32,5272317.0
1.0,0.0,25.38,4036506.0
1.0,3.0,51.2,6986750.0
1.0,2.0,33.5,4302235.0
1.0,4.0,69.46,7837284.0
1.0,0.0,25.38,4551720.0
1.0,2.0,33.5,4793815.0
1.0,4.0,75.2,9246614.0
1.0,2.0,39.8,5074884.0
1.0,2.0,42.32,5373165.0
1.0,2.0,33.5,4885873.0
1.0,1.0,32.58,5407452.0
1.0,2.0,33.87,4731823.0
1.0,2.0,39.84,5690726.0
1.0,2.0,39.84,5664909.0
1.0,4.0,75.2,9314219.0
1.0,3.0,51.5,6307467.0
1.0,4.0,69.53,8366933.0
1.0,1.0,31.61,6248779.0
1.0,1.0,35.83,5550386.0
1.0,0.0,28.84,5737380.0
1.0,1.0,31.61,6386440.0
1.0,2.0,39.8,5137648.0
1.0,0.0,25.04,4385697.0
1.0,3.0,59.17,7004421.0
1.0,0.0,25.04,3703307.0
1.0,3.0,59.21,7166502.0
1.0,2.0,42.32,4850170.0
1.0,3.0,77.39,7484682.0
1.0,2.0,39.84,5733793.0
1.0,3.0,77.39,9124420.0
1.0,2.0,39.84,5736701.0
1.0,2.0,50.81,6253090.0
1.0,3.0,59.21,7283974.0
1.0,3.0,51.5,6399858.0
1.0,0.0,25.04,4003862.0
1.0,3.0,51.2,7294564.0
1.0,0.0,25.04,4538992.0
1.0,3.0,52.88,6398130.0
1.0,2.0,37.16,5332071.0
1.0,3.0,53.87,6576606.0
1.0,3.0,58.32,6870929.0
1.0,0.0,26.69,3996805.0
1.0,3.0,53.91,7654410.0
1.0,2.0,46.36,6177900.0
1.0,3.0,53.91,7594840.0
1.0,2.0,44.44,6043137.0
1.0,2.0,46.36,6500983.0
1.0,2.0,46.36,5959915.0
1.0,3.0,72.42,8979755.0
1.0,1.0,34.44,5739754.0
1.0,2.0,51.82,6956180.0
1.0,3.0,72.19,9438601.0
1.0,1.0,34.44,6474601.0
1.0,1.0,31.61,6325875.0
1.0,2.0,45.36,6110958.0
1.0,2.0,45.36,6453835.0
1.0,2.0,49.91,7832353.0
1.0,2.0,51.82,7538792.0
1.0,3.0,72.19,8456023.0
1.0,1.0,34.44,5737964.0
1.0,2.0,55.76,8516037.0
1.0,3.0,72.19,11077530.0
1.0,2.0,49.91,7347228.0
1.0,2.0,51.82,6756259.0
1.0,2.0,51.82,7353536.0
1.0,1.0,38.9,6826444.0
1.0,3.0,72.42,9785717.0
1.0,1.0,38.9,6054163.0
1.0,2.0,49.91,7492766.0
1.0,1.0,38.9,6817147.0
1.0,1.0,34.44,5970192.0
1.0,2.0,51.82,8116793.0
1.0,2.0,49.91,7771713.0
1.0,2.0,45.36,6290787.0
1.0,2.0,51.82,7602790.0
1.0,2.0,51.82,6796056.0
1.0,2.0,51.82,8172499.0
1.0,1.0,33.88,5332763.0
1.0,1.0,33.88,5325682.0
1.0,2.0,55.6,7219276.0
1.0,2.0,47.4,5737942.0
1.0,1.0,33.94,4946720.0
1.0,2.0,39.84,5604432.0
1.0,4.0,67.72,8291381.0
1.0,2.0,39.84,5668893.0
1.0,2.0,40.5,6086801.0
1.0,2.0,35.68,4575949.0
1.0,3.0,51.5,6023805.0
1.0,2.0,39.84,5650408.0
1.0,3.0,59.21,8253005.0
1.0,2.0,34.53,4950940.0
1.0,2.0,33.88,4620588.0
1.0,1.0,33.88,4414954.0
1.0,3.0,72.19,10972349.0
1.0,3.0,75.97,11322074.0
1.0,2.0,55.02,6818475.0
1.0,1.0,36.58,5873253.0
1.0,2.0,54.6,7418292.0
1.0,1.0,32.69,5027055.0
1.0,1.0,37.03,6906275.0
1.0,1.0,38.09,5373892.0
1.0,1.0,38.09,6774689.0
1.0,1.0,38.09,6842375.0
1.0,1.0,32.69,5947279.0
1.0,1.0,38.09,6823826.0
1.0,1.0,37.03,6168600.0
1.0,3.0,75.79,8504128.0
1.0,1.0,36.04,5791399.0
1.0,1.0,38.68,6741944.0
1.0,1.0,35.24,5138644.0
1.0,1.0,37.03,5385406.0
1.0,3.0,75.79,9604855.0
1.0,1.0,36.58,5878814.0
1.0,2.0,55.49,7498971.0
1.0,1.0,32.69,6377414.0
1.0,1.0,37.03,5922536.0
1.0,1.0,36.04,5170394.0
1.0,2.0,62.31,8781305.0
1.0,3.0,74.21,9955794.0
1.0,2.0,62.31,8481905.0
1.0,2.0,54.41,8411875.0
1.0,2.0,54.6,7087028.0
1.0,1.0,32.69,6380421.0
1.0,1.0,32.69,6463552.0
1.0,2.0,54.83,7185148.0
1.0,1.0,32.69,5905730.0
1.0,2.0,54.83,7822900.0
1.0,1.0,32.69,5370263.0
1.0,1.0,35.75,5967159.0
1.0,1.0,35.75,6752301.0
1.0,0.0,26.42,5496881.0
1.0,2.0,54.6,7723123.0
1.0,0.0,26.42,4654717.0
1.0,2.0,55.02,7235196.0
1.0,0.0,27.13,4543281.0
1.0,2.0,55.02,7140782.0
1.0,1.0,32.69,5451404.0
1.0,2.0,54.6,7185095.0
1.0,3.0,72.19,7909288.0
1.0,1.0,32.69,5531135.0
1.0,0.0,29.65,4808391.0
1.0,1.0,32.69,4829510.0
1.0,2.0,55.76,8047597.0
1.0,2.0,55.02,6825627.0
1.0,1.0,32.69,5359349.0
1.0,2.0,46.07,5776483.0
1.0,2.0,54.41,6774297.0
1.0,2.0,62.31,8273977.0
1.0,0.0,27.13,4795672.0
1.0,2.0,55.76,7611777.0
1.0,2.0,62.31,8768780.0
1.0,0.0,27.33,5081842.0
1.0,2.0,54.83,6854547.0
1.0,1.0,36.99,5692946.0
1.0,0.0,21.37,3473617.0
1.0,2.0,35.62,4758847.0
1.0,2.0,58.34,7148837.0
1.0,2.0,42.29,6318925.0
1.0,3.0,50.7,6407863.0
1.0,2.0,36.41,5564012.0
1.0,4.0,79.39,8334877.0
1.0,2.0,40.52,5357813.0
1.0,2.0,40.52,6295365.0
1.0,1.0,34.01,5907759.0
1.0,2.0,34.1,4796771.0
1.0,0.0,21.39,3752401.0
1.0,2.0,59.03,6296008.0
1.0,3.0,56.85,8340301.0
1.0,3.0,58.39,8022810.0
1.0,2.0,36.41,5531752.0
1.0,2.0,35.73,5555059.0
1.0,3.0,56.19,7986452.0
1.0,2.0,42.14,5470982.0
1.0,4.0,79.39,10688076.0
1.0,1.0,31.71,5695909.0
1.0,2.0,35.45,5510508.0
1.0,3.0,50.7,6764031.0
1.0,3.0,57.87,7361289.0
1.0,2.0,35.82,5516699.0
1.0,3.0,50.88,6181101.0
1.0,3.0,77.67,8371140.0
1.0,3.0,77.01,8503959.0
1.0,2.0,37.53,5840343.0
1.0,3.0,77.01,7631038.0
1.0,3.0,58.53,8591718.0
1.0,2.0,39.69,5467102.0
1.0,4.0,79.39,8960629.0
1.0,2.0,33.92,5455872.0
1.0,2.0,37.55,5814755.0
1.0,3.0,57.77,7310393.0
1.0,2.0,35.73,5606010.0
1.0,2.0,33.61,5427743.0
1.0,2.0,35.73,5578569.0
1.0,2.0,36.33,4520047.0
1.0,0.0,21.56,3829868.0
1.0,4.0,78.87,9190514.0
1.0,1.0,34.01,4510773.0
1.0,0.0,21.87,4580230.0
1.0,3.0,56.85,8348942.0
1.0,3.0,56.19,8063488.0
1.0,3.0,56.19,7072914.0
1.0,3.0,56.85,7168566.0
1.0,0.0,21.87,4666245.0
1.0,0.0,21.56,3591457.0
1.0,2.0,35.76,5528868.0
1.0,2.0,35.62,5514098.0
1.0,2.0,39.69,6064595.0
1.0,2.0,39.69,6112580.0
1.0,2.0,42.29,6295158.0
1.0,2.0,33.58,4646407.0
1.0,0.0,21.37,3532577.0
1.0,2.0,35.45,4838553.0
1.0,2.0,33.61,4695717.0
1.0,2.0,40.52,6367328.0
1.0,2.0,33.58,4840734.0
1.0,1.0,33.56,5552951.0
1.0,2.0,55.76,7865896.0
1.0,2.0,46.07,5874768.0
1.0,2.0,57.06,8877395.0
1.0,1.0,35.43,6273307.0
1.0,1.0,33.56,5982540.0
1.0,2.0,57.06,7815223.0
1.0,1.0,40.04,6391025.0
1.0,2.0,51.83,8053229.0
1.0,3.0,53.39,6740658.0
1.0,2.0,33.68,4937480.0
1.0,2.0,33.68,4805488.0
1.0,2.0,36.36,5264844.0
1.0,1.0,36.18,4942088.0
1.0,2.0,33.68,4794071.0
1.0,0.0,21.37,3747602.0
1.0,1.0,35.52,5516639.0
1.0,3.0,55.53,7902834.0
1.0,2.0,33.68,4750455.0
1.0,2.0,34.27,4504679.0
1.0,2.0,42.45,6707791.0
1.0,3.0,74.65,8632330.0
1.0,2.0,42.45,6746166.0
1.0,1.0,35.52,5550951.0
1.0,2.0,37.04,5872019.0
1.0,4.0,78.42,8605168.0
1.0,2.0,37.04,5936246.0
1.0,2.0,36.36,6017750.0
1.0,2.0,33.68,4998677.0
1.0,0.0,25.05,4709009.0
1.0,2.0,56.43,8567354.0
1.0,2.0,55.77,7141856.0
1.0,2.0,31.97,5263200.0
1.0,2.0,31.97,4771757.0
1.0,3.0,79.21,7847449.0
1.0,2.0,46.63,6673955.0
1.0,2.0,37.43,5792430.0
1.0,2.0,46.89,7247566.0
1.0,2.0,46.89,7311993.0
1.0,2.0,38.01,5152551.0
1.0,4.0,72.35,10198744.0
1.0,2.0,56.43,7036747.0
1.0,2.0,37.43,5440214.0
1.0,0.0,25.3,3918553.0
1.0,1.0,31.67,5571584.0
1.0,4.0,72.06,7905482.0
1.0,3.0,78.81,10476080.0
1.0,2.0,46.42,5636091.0
1.0,2.0,46.89,6616004.0
1.0,0.0,25.05,3795753.0
1.0,1.0,32.12,4746734.0
1.0,0.0,25.76,4365124.0
1.0,0.0,25.76,3638974.0
1.0,0.0,25.3,4720487.0
1.0,1.0,31.67,5625708.0
1.0,0.0,25.3,4734453.0
1.0,2.0,56.43,8555053.0
1.0,2.0,31.97,4782595.0
1.0,2.0,55.77,7395219.0
1.0,2.0,31.97,5134873.0
1.0,2.0,55.77,8190722.0
1.0,0.0,25.5,4648181.0
1.0,0.0,25.5,3922807.0
1.0,0.0,25.05,4688819.0
1.0,0.0,25.05,4165274.0
1.0,2.0,37.43,5867440.0
1.0,0.0,25.05,4225820.0
1.0,2.0,54.19,6930624.0
1.0,1.0,31.67,4657936.0
1.0,2.0,46.23,6979816.0
1.0,2.0,62.31,8661215.0
1.0,0.0,29.65,4358185.0
1.0,1.0,36.58,5637239.0
1.0,2.0,54.41,7896558.0
1.0,1.0,35.81,5875633.0
1.0,1.0,35.24,5988016.0
1.0,1.0,36.58,5305315.0
1.0,0.0,24.57,4382908.0
1.0,2.0,54.41,7782080.0
1.0,2.0,54.75,7016481.0
1.0,2.0,54.22,7653923.0
1.0,2.0,54.41,7161697.0
1.0,1.0,35.24,5723751.0
1.0,1.0,38.09,5723482.0
1.0,1.0,38.09,5490599.0
1.0,0.0,29.65,4318780.0
1.0,2.0,49.13,6525483.0
1.0,2.0,33.88,5285653.0
1.0,2.0,33.88,5260582.0
1.0,3.0,57.68,6696984.0
1.0,2.0,37.66,5827166.0
1.0,2.0,49.13,6246424.0
1.0,3.0,61.48,9088608.0
1.0,2.0,33.88,5370285.0
1.0,2.0,53.46,6780611.0
1.0,0.0,22.9,4370014.0
1.0,2.0,37.66,5796699.0
1.0,2.0,35.31,5035131.0
1.0,0.0,22.9,4314435.0
1.0,2.0,53.46,6967240.0
1.0,2.0,35.94,5623044.0
1.0,3.0,61.44,8737186.0
1.0,3.0,61.04,8960469.0
1.0,0.0,22.9,4244590.0
1.0,2.0,37.1,5023114.0
1.0,2.0,44.4,5512834.0
1.0,2.0,37.1,5592961.0
1.0,2.0,46.25,6264919.0
1.0,2.0,44.4,6270013.0
1.0,0.0,26.66,4869166.0
1.0,2.0,46.25,6405796.0
1.0,3.0,53.79,6116286.0
1.0,3.0,58.17,6459049.0
1.0,4.0,86.46,10981805.0
1.0,0.0,23.51,4468998.0
1.0,2.0,35.27,5291069.0
1.0,2.0,37.1,5646200.0
1.0,2.0,44.4,6300072.0
1.0,3.0,58.3,8430594.0
1.0,0.0,26.66,4394799.0
1.0,0.0,23.51,4553211.0
1.0,2.0,46.25,6430123.0
1.0,4.0,86.46,11013881.0
1.0,2.0,50.81,6982122.0
1.0,3.0,77.39,9179521.0
1.0,2.0,40.5,5486267.0
1.0,1.0,33.88,5356242.0
1.0,3.0,51.2,6481969.0
1.0,0.0,25.04,3746226.0
1.0,1.0,33.88,4521337.0
1.0,2.0,39.84,5429654.0
1.0,3.0,77.39,9074967.0
1.0,3.0,51.2,6359089.0
1.0,1.0,33.88,4715978.0
1.0,0.0,21.36,3364460.0
1.0,1.0,38.09,5110233.0
1.0,1.0,38.09,5847729.0
1.0,1.0,38.09,5877439.0
1.0,1.0,32.69,5540170.0
1.0,2.0,54.83,7089768.0
1.0,2.0,54.83,7894807.0
1.0,1.0,37.16,6374984.0
1.0,2.0,62.31,7439023.0
1.0,0.0,26.65,4179543.0
1.0,0.0,26.65,4123791.0
1.0,1.0,37.16,5745376.0
1.0,0.0,26.42,5525769.0
1.0,2.0,55.76,6727200.0
1.0,1.0,35.43,5167018.0
1.0,1.0,40.04,6375409.0
1.0,1.0,36.04,5719368.0
1.0,1.0,40.04,6123157.0
1.0,0.0,27.13,4603120.0
1.0,2.0,55.49,6994958.0
1.0,1.0,35.43,5272670.0
1.0,2.0,57.06,7356095.0
1.0,2.0,54.41,7065826.0
1.0,2.0,54.22,7341291.0
1.0,1.0,40.7,6900000.0
1.0,0.0,28.8,8228160.0
1.0,0.0,21.31,4165918.0
1.0,3.0,51.1,7796649.0
1.0,3.0,77.14,8402986.0
1.0,2.0,33.81,5312600.0
1.0,0.0,21.31,3923496.0
1.0,3.0,51.1,7774420.0
1.0,3.0,51.1,5639949.0
1.0,0.0,21.31,3888142.0
1.0,3.0,77.14,8213762.0
1.0,3.0,59.14,6528530.0
1.0,2.0,47.3,6285505.0
1.0,0.0,24.97,3951000.0
1.0,3.0,51.39,6321838.0
1.0,0.0,24.97,4597874.0
1.0,0.0,21.31,3811831.0
1.0,2.0,39.67,5123279.0
1.0,2.0,33.81,4970916.0
1.0,2.0,39.71,5841340.0
1.0,2.0,39.71,5830142.0
1.0,2.0,42.23,5963991.0
1.0,2.0,39.71,5897530.0
1.0,2.0,39.71,5754455.0
1.0,2.0,33.87,4603998.0
1.0,2.0,51.0,6270000.0
1.0,2.0,72.71,6854670.0
1.0,2.0,72.7,6943770.0
1.0,0.0,27.26,4715980.0
1.0,3.0,67.47,10066524.0
1.0,3.0,68.65,9974845.0
1.0,3.0,57.02,6467312.0
1.0,0.0,24.69,4500000.0
1.0,2.0,54.27,8249040.0
1.0,2.0,53.2,9379160.0
1.0,2.0,63.5,10188234.0
1.0,1.0,41.5,8573485.0
1.0,1.0,38.1,8077962.0
1.0,2.0,57.7,10669884.0
1.0,1.0,40.8,8867472.0
1.0,3.0,68.9,12442704.0
1.0,0.0,24.69,4776060.0
1.0,2.0,35.51,6160344.0
1.0,3.0,66.82,7454559.0
1.0,3.0,66.82,7454559.0
1.0,3.0,66.82,7352005.0
1.0,2.0,52.5,6071913.0
1.0,2.0,52.3,7413824.0
1.0,2.0,55.31,7698971.0
1.0,1.0,35.42,5673465.0
1.0,1.0,38.63,6246932.0
1.0,2.0,52.3,7520882.0
1.0,1.0,38.63,6246932.0
1.0,2.0,56.41,7909812.0
1.0,4.0,75.86,8898010.0
1.0,2.0,31.73,4786698.0
1.0,2.0,51.0,8823000.0
1.0,2.0,40.5,6045977.0
1.0,0.0,22.87,4347405.0
1.0,3.0,78.81,8931877.0
1.0,3.0,55.75,6664052.0
1.0,1.0,38.7,7476840.0
1.0,2.0,78.6,10257300.0
1.0,2.0,60.7,9681650.0
1.0,1.0,30.9,6535350.0
1.0,3.0,80.1,12635775.0
1.0,2.0,60.7,9742350.0
1.0,3.0,77.3,10995925.0
1.0,1.0,38.6,6897820.0
1.0,2.0,48.7,7743300.0
1.0,2.0,65.8,9047500.0
1.0,2.0,51.3,7823250.0
1.0,2.0,64.7,8896250.0
1.0,2.0,47.6,7378000.0
1.0,1.0,37.6,6549920.0
1.0,2.0,64.7,8928600.0
1.0,2.0,64.7,8928600.0
1.0,1.0,37.6,6549920.0
1.0,2.0,64.7,9252100.0
1.0,2.0,61.3,9624100.0
1.0,2.0,57.7,9433950.0
1.0,2.0,45.8,8198200.0
1.0,2.0,58.6,9581100.0
1.0,2.0,60.1,9345550.0
1.0,1.0,36.8,7091360.0
1.0,1.0,36.6,6997920.0
1.0,2.0,57.9,9495600.0
1.0,2.0,57.0,9291000.0
1.0,2.0,57.9,9524550.0
