Тип квартиры,Станция метро,Минут до метро,Регион,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Ремонт,Цена
Новостройка,красногвардейская,11.0,Московская область,2.0,40.5,5.0,9.0,20.0,Косметический,5106863.0
Новостройка,красногвардейская,11.0,Московская область,2.0,42.32,6.1,9.0,20.0,Косметический,5189496.0
Новостройка,красногвардейская,11.0,Московская область,2.0,39.8,5.0,2.0,20.0,Косметический,4952101.0
Новостройка,красногвардейская,11.0,Московская область,4.0,67.01,5.0,2.0,20.0,Косметический,7650401.0
Новостройка,красногвардейская,11.0,Московская область,0.0,26.04,8.8,15.0,20.0,Косметический,3896893.0
Новостройка,красногвардейская,11.0,Московская область,2.0,40.5,5.0,9.0,20.0,Косметический,5250193.0
Новостройка,красногвардейская,11.0,Московская область,1.0,38.09,13.0,8.0,20.0,Косметический,5750000.0
Новостройка,котельники,7.0,Московская область,1.0,39.4,19.6,8.0,17.0,Косметический,7568740.0
Новостройка,котельники,3.0,Московская область,2.0,69.8,10.5,3.0,17.0,Косметический,8738960.0
Новостройка,котельники,3.0,Московская область,2.0,61.8,21.4,12.0,17.0,Косметический,9591360.0
Новостройка,котельники,3.0,Московская область,3.0,79.9,17.0,7.0,17.0,Косметический,8796990.0
Новостройка,братиславская,5.0,Москва,3.0,71.7,20.8,16.0,16.0,Косметический,14096220.0
Новостройка,депо,14.0,Москва,1.0,33.9,10.5,13.0,11.0,Косметический,7400370.0
Новостройка,депо,13.0,Москва,2.0,54.7,19.4,11.0,11.0,Косметический,11930070.0
Новостройка,депо,13.0,Москва,2.0,54.7,19.4,21.0,11.0,Косметический,11049400.0
Новостройка,депо,13.0,Москва,2.0,54.7,19.4,5.0,11.0,Косметический,11951950.0
Новостройка,депо,14.0,Москва,1.0,32.0,15.9,2.0,11.0,Косметический,7571200.0
Новостройка,депо,14.0,Москва,1.0,32.1,14.5,3.0,11.0,Косметический,7684740.0
Новостройка,депо,14.0,Москва,1.0,35.7,16.4,3.0,11.0,Косметический,7364910.0
Новостройка,депо,13.0,Москва,3.0,71.7,20.8,5.0,11.0,Косметический,12877320.0
Новостройка,депо,14.0,Москва,2.0,59.8,21.0,6.0,11.0,Косметический,10393240.0
Новостройка,депо,13.0,Москва,2.0,59.8,21.0,10.0,11.0,Косметический,11475620.0
Новостройка,депо,14.0,Москва,1.0,32.1,14.5,7.0,11.0,Косметический,7395840.0
Новостройка,депо,13.0,Москва,1.0,32.0,15.9,12.0,11.0,Косметический,8281600.0
Новостройка,депо,14.0,Москва,0.0,21.5,5.6,13.0,11.0,Косметический,5349200.0
Новостройка,депо,14.0,Москва,2.0,59.8,21.0,14.0,11.0,Косметический,11314160.0
Новостройка,депо,13.0,Москва,0.0,26.9,6.9,15.0,11.0,Косметический,6690030.0
Новостройка,депо,13.0,Москва,0.0,23.2,6.0,18.0,11.0,Косметический,6403200.0
Новостройка,депо,13.0,Москва,2.0,59.8,21.0,18.0,11.0,Косметический,11529440.0
Новостройка,депо,13.0,Москва,1.0,33.9,10.5,25.0,11.0,Косметический,7966500.0
Новостройка,депо,13.0,Москва,1.0,35.7,16.4,11.0,11.0,Косметический,8136030.0
Новостройка,депо,13.0,Москва,2.0,32.1,4.4,9.0,11.0,Косметический,7800300.0
Новостройка,депо,14.0,Москва,3.0,71.7,20.8,2.0,11.0,Косметический,12059940.0
Новостройка,депо,13.0,Москва,2.0,32.1,4.4,7.0,11.0,Косметический,8066730.0
Новостройка,депо,13.0,Москва,1.0,33.9,10.5,8.0,11.0,Косметический,8400420.0
Новостройка,красногвардейская,12.0,Московская область,1.0,35.83,12.5,7.0,20.0,Косметический,5188468.0
Новостройка,красногвардейская,11.0,Московская область,4.0,67.72,5.0,6.0,20.0,Косметический,7816934.0
Новостройка,красногвардейская,11.0,Московская область,4.0,69.46,3.7,2.0,20.0,Косметический,7732538.0
Новостройка,красногвардейская,11.0,Московская область,1.0,31.92,9.9,11.0,20.0,Косметический,4416801.0
Новостройка,красногвардейская,5.0,Московская область,2.0,52.0,9.7,14.0,20.0,Косметический,6150000.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,10.3,3.0,16.0,Косметический,8308410.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,10.3,4.0,16.0,Косметический,8308410.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,10.3,5.0,16.0,Косметический,8308410.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,10.3,7.0,16.0,Косметический,8308410.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,10.3,11.0,16.0,Косметический,8486130.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,10.3,14.0,16.0,Косметический,8486130.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,10.3,16.0,16.0,Косметический,8663850.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,10.3,17.0,16.0,Косметический,8663850.0
Новостройка,братиславская,13.0,Москва,2.0,66.18,12.1,20.0,16.0,Косметический,11581500.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,10.3,22.0,16.0,Косметический,8663850.0
Новостройка,братиславская,13.0,Москва,0.0,28.48,9.0,22.0,16.0,Косметический,5923840.0
Новостройка,братиславская,13.0,Москва,2.0,66.18,12.1,23.0,16.0,Косметический,11581500.0
Новостройка,братиславская,13.0,Москва,2.0,66.18,12.1,24.0,16.0,Косметический,11581500.0
Новостройка,братиславская,13.0,Москва,1.0,42.81,10.2,3.0,16.0,Косметический,8005470.0
Новостройка,братиславская,13.0,Москва,1.0,44.79,10.3,4.0,16.0,Косметический,8375730.0
Новостройка,братиславская,13.0,Москва,1.0,42.81,10.2,4.0,16.0,Косметический,8005470.0
Новостройка,братиславская,13.0,Москва,1.0,44.79,10.3,9.0,16.0,Косметический,8375730.0
