Станция метро,Минут до метро,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Тип квартиры_Вторичное,Тип квартиры_Новостройка,Регион_Москва,Регион_Московская область,Ремонт_Без ремонта,Ремонт_Дизайнерский,Ремонт_Евроремонт,Ремонт_Косметический,Цена
201,10.0,4.0,120.0,10.0,11.0,24.0,1,0,1,0,1,0,0,0,34500000.0
15,5.0,5.0,52.4,12.1,6.0,7.0,1,0,1,0,0,0,0,1,11086692.0
57,10.0,4.0,126.0,10.5,7.0,20.0,1,0,1,0,0,1,0,0,11086692.0
279,18.0,4.0,130.7,18.7,11.0,28.0,1,0,1,0,0,0,0,1,40000000.0
198,25.0,5.0,52.4,10.5,11.0,17.0,1,0,1,0,0,1,0,0,11086692.0
233,19.0,4.0,52.4,10.5,26.0,31.0,1,0,1,0,0,1,0,0,11086692.0
2,18.0,6.0,130.0,10.0,16.0,17.0,1,0,1,0,0,0,1,0,39500000.0
149,12.0,4.0,108.4,16.0,11.0,5.0,1,0,1,0,1,0,0,0,40000000.0
290,13.0,5.0,52.4,8.0,21.0,16.0,1,0,1,0,0,1,0,0,11086692.0
133,3.0,4.0,109.3,12.0,4.0,6.0,1,0,1,0,0,0,1,0,11086692.0
246,4.0,5.0,52.4,9.5,6.0,8.0,1,0,1,0,0,1,0,0,11086692.0
239,12.0,4.0,113.3,15.0,13.0,26.0,1,0,1,0,1,0,0,0,11086692.0
263,11.0,4.0,62.0,10.0,6.0,6.0,1,0,1,0,0,1,0,0,35000000.0
262,5.0,4.0,98.3,10.0,2.0,6.0,1,0,1,0,0,0,1,0,11086692.0
156,17.0,4.0,63.0,6.0,6.0,9.0,1,0,1,0,0,0,0,1,15000000.0
241,4.0,5.0,52.4,20.0,5.0,4.0,1,0,1,0,0,1,0,0,11086692.0
137,1.0,5.0,130.0,12.0,4.0,14.0,1,0,1,0,1,0,0,0,11086692.0
133,7.0,4.0,52.4,10.0,10.0,12.0,1,0,1,0,0,1,0,0,11086692.0
133,3.0,4.0,52.4,12.7,5.0,7.0,1,0,1,0,0,1,0,0,11086692.0
137,12.0,4.0,120.0,12.0,10.0,14.0,1,0,1,0,1,0,0,0,11086692.0
294,8.0,5.0,52.4,20.0,2.0,6.0,1,0,1,0,0,0,1,0,11086692.0
234,8.0,4.0,52.4,7.3,12.0,17.0,1,0,1,0,0,1,0,0,11086692.0
102,5.0,4.0,52.4,15.0,4.0,8.0,1,0,1,0,0,0,1,0,11086692.0
137,1.0,5.0,130.0,12.0,5.0,14.0,1,0,1,0,1,0,0,0,11086692.0
87,9.0,4.0,106.6,13.0,2.0,12.0,1,0,1,0,0,0,0,1,11086692.0
64,3.0,4.0,52.4,15.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
136,9.0,4.0,61.6,7.9,1.0,4.0,1,0,1,0,1,0,0,0,19000000.0
233,10.0,4.0,52.4,10.5,12.0,16.0,1,0,1,0,1,0,0,0,11086692.0
91,23.0,4.0,85.0,10.5,6.0,16.0,1,0,1,0,0,0,1,0,27700000.0
182,10.0,4.0,52.4,19.0,3.0,6.0,1,0,1,0,0,1,0,0,11086692.0
182,10.0,5.0,52.4,15.0,5.0,6.0,1,0,1,0,0,1,0,0,11086692.0
168,4.0,4.0,95.6,7.8,5.0,5.0,1,0,1,0,0,0,0,1,21000000.0
233,23.0,5.0,52.4,16.0,12.0,22.0,1,0,1,0,1,0,0,0,11086692.0
112,11.0,4.0,52.4,20.0,3.0,11.0,1,0,1,0,0,1,0,0,11086692.0
4,11.0,4.0,109.0,10.5,9.0,19.0,1,0,1,0,1,0,0,0,11086692.0
300,12.0,4.0,101.4,10.1,16.0,16.0,1,0,1,0,0,0,1,0,26500000.0
171,12.0,4.0,52.4,10.5,22.0,32.0,1,0,1,0,1,0,0,0,11086692.0
292,12.0,4.0,92.5,10.0,3.0,17.0,1,0,1,0,0,0,1,0,22900000.0
183,6.0,4.0,105.7,9.7,4.0,8.0,1,0,1,0,1,0,0,0,45000000.0
101,4.0,4.0,101.4,13.3,5.0,12.0,1,0,1,0,0,0,0,1,30000000.0
133,4.0,4.0,100.9,10.7,4.0,5.0,1,0,1,0,0,0,1,0,11086692.0
66,8.0,4.0,90.0,10.0,8.0,21.0,1,0,1,0,1,0,0,0,42000000.0
162,6.0,6.0,52.4,10.5,3.0,14.0,1,0,1,0,0,1,0,0,11086692.0
133,8.0,4.0,93.0,9.0,7.0,8.0,1,0,1,0,0,0,1,0,11086692.0
101,4.0,4.0,101.4,13.3,5.0,12.0,1,0,1,0,0,0,0,1,34500000.0
139,12.0,4.0,52.4,17.9,17.0,16.0,1,0,1,0,1,0,0,0,11086692.0
36,12.0,5.0,52.4,20.0,9.0,10.0,1,0,1,0,0,1,0,0,38500000.0
265,20.0,5.0,52.4,5.0,1.0,4.0,1,0,1,0,0,1,0,0,11086692.0
112,11.0,4.0,52.4,10.5,3.0,11.0,1,0,1,0,0,1,0,0,11086692.0
159,9.0,4.0,52.4,14.0,3.0,5.0,1,0,1,0,0,1,0,0,11086692.0
179,8.0,4.0,83.8,8.0,4.0,5.0,1,0,1,0,1,0,0,0,38000000.0
256,11.0,4.0,104.8,15.3,14.0,15.0,1,0,1,0,1,0,0,0,41590000.0
183,6.0,4.0,88.0,10.0,6.0,8.0,1,0,1,0,0,0,1,0,32000000.0
294,11.0,4.0,79.1,7.0,2.0,3.0,1,0,1,0,1,0,0,0,40000000.0
290,8.0,4.0,122.0,10.5,23.0,24.0,1,0,1,0,1,0,0,0,11086692.0
82,21.0,4.0,70.7,8.5,16.0,16.0,1,0,1,0,0,0,1,0,19600000.0
137,12.0,4.0,52.4,20.3,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
12,9.0,4.0,52.4,10.5,15.0,16.0,1,0,1,0,0,0,1,0,11086692.0
249,9.0,4.0,52.4,18.0,3.0,6.0,1,0,1,0,0,0,1,0,11086692.0
234,7.0,4.0,52.4,15.0,10.0,19.0,1,0,1,0,0,1,0,0,11086692.0
302,12.0,6.0,52.4,16.0,4.0,6.0,1,0,1,0,0,1,0,0,11086692.0
182,4.0,7.0,52.4,10.5,6.0,6.0,1,0,1,0,0,1,0,0,11086692.0
212,3.0,4.0,52.4,14.0,11.0,19.0,1,0,1,0,0,1,0,0,11086692.0
268,13.0,4.0,91.3,7.9,1.0,5.0,1,0,1,0,0,0,0,1,32999000.0
253,12.0,4.0,52.4,12.8,3.0,4.0,1,0,1,0,0,1,0,0,11086692.0
162,3.0,6.0,52.4,10.5,5.0,8.0,1,0,1,0,0,1,0,0,11086692.0
248,12.0,4.0,96.9,10.0,2.0,5.0,1,0,1,0,1,0,0,0,31900000.0
12,9.0,4.0,52.4,10.5,20.0,16.0,1,0,1,0,0,1,0,0,11086692.0
122,8.0,4.0,130.0,15.4,2.0,17.0,1,0,1,0,0,1,0,0,11086692.0
233,24.0,4.0,104.0,10.5,14.0,26.0,1,0,1,0,1,0,0,0,11086692.0
287,6.0,6.0,52.4,20.0,23.0,24.0,1,0,1,0,1,0,0,0,11086692.0
207,18.0,5.0,52.4,10.5,13.0,23.0,1,0,1,0,1,0,0,0,11086692.0
249,10.0,4.0,121.9,14.5,2.0,5.0,1,0,1,0,0,0,1,0,11086692.0
206,1.0,4.0,94.5,13.0,3.0,7.0,1,0,1,0,0,0,1,0,37000000.0
12,9.0,4.0,52.4,10.5,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
248,10.0,4.0,52.4,10.5,4.0,9.0,1,0,1,0,1,0,0,0,11086692.0
176,22.0,4.0,78.1,9.0,9.0,16.0,1,0,1,0,0,1,0,0,17000000.0
102,6.0,6.0,97.7,8.0,3.0,3.0,1,0,1,0,1,0,0,0,39000000.0
4,10.0,4.0,94.0,8.0,2.0,21.0,1,0,1,0,0,1,0,0,11086692.0
200,4.0,4.0,101.0,10.7,5.0,14.0,1,0,1,0,1,0,0,0,11086692.0
279,18.0,5.0,52.4,13.1,8.0,28.0,1,0,1,0,0,0,0,1,36893000.0
27,5.0,4.0,52.4,17.9,4.0,5.0,1,0,1,0,0,1,0,0,11086692.0
57,9.0,5.0,52.4,20.0,5.0,21.0,1,0,1,0,1,0,0,0,11086692.0
57,9.0,6.0,52.4,10.5,15.0,21.0,1,0,1,0,1,0,0,0,11086692.0
7,13.0,4.0,101.9,7.3,10.0,25.0,1,0,1,0,1,0,0,0,37500000.0
107,21.0,5.0,52.4,21.6,5.0,6.0,1,0,1,0,0,1,0,0,11086692.0
240,4.0,4.0,68.7,10.0,3.0,5.0,1,0,1,0,0,0,0,1,39500000.0
171,10.0,5.0,130.6,10.5,8.0,21.0,1,0,1,0,0,1,0,0,11086692.0
293,7.0,6.0,52.4,20.0,3.0,5.0,1,0,1,0,0,1,0,0,11086692.0
44,16.0,6.0,52.4,10.5,9.0,9.0,1,0,1,0,1,0,0,0,11086692.0
4,11.0,4.0,111.0,14.8,9.0,19.0,1,0,1,0,1,0,0,0,11086692.0
234,6.0,4.0,71.0,10.5,3.0,5.0,1,0,1,0,0,1,0,0,29900000.0
122,22.0,4.0,52.4,20.0,8.0,12.0,1,0,1,0,1,0,0,0,11086692.0
273,8.0,5.0,120.0,14.0,1.0,12.0,1,0,1,0,0,0,0,1,23500000.0
220,12.0,4.0,100.0,14.9,5.0,5.0,1,0,1,0,1,0,0,0,25000000.0
279,18.0,4.0,52.4,17.8,18.0,28.0,1,0,1,0,0,0,1,0,32200000.0
282,10.0,6.0,52.4,10.5,2.0,17.0,1,0,1,0,0,1,0,0,11086692.0
268,16.0,5.0,52.4,20.3,12.0,25.0,1,0,1,0,0,0,1,0,11086692.0
282,8.0,4.0,52.4,20.7,6.0,12.0,1,0,1,0,0,1,0,0,11086692.0
176,9.0,4.0,90.0,10.0,1.0,12.0,1,0,1,0,0,0,0,1,21000000.0
4,11.0,4.0,109.0,14.8,9.0,19.0,1,0,1,0,1,0,0,0,11086692.0
240,11.0,4.0,52.4,20.0,2.0,15.0,1,0,1,0,1,0,0,0,11086692.0
40,21.0,4.0,107.6,22.0,3.0,8.0,1,0,1,0,1,0,0,0,33356000.0
66,12.0,4.0,124.0,16.9,18.0,16.0,1,0,1,0,0,0,1,0,11086692.0
66,12.0,4.0,125.0,17.0,23.0,16.0,1,0,1,0,0,0,1,0,11086692.0
67,16.0,5.0,52.4,13.0,8.0,9.0,1,0,1,0,0,1,0,0,11086692.0
100,10.0,4.0,52.4,10.5,4.0,7.0,1,0,1,0,0,0,0,1,11086692.0
111,11.0,4.0,52.4,13.0,22.0,22.0,1,0,1,0,1,0,0,0,11086692.0
106,9.0,5.0,52.4,10.5,3.0,5.0,1,0,1,0,0,1,0,0,11086692.0
207,12.0,4.0,52.4,20.1,18.0,27.0,1,0,1,0,0,1,0,0,11086692.0
136,2.0,4.0,52.4,14.0,4.0,7.0,1,0,1,0,1,0,0,0,11086692.0
2,16.0,4.0,73.2,9.0,2.0,5.0,1,0,1,0,0,0,0,1,22999000.0
162,11.0,5.0,52.4,20.0,3.0,19.0,1,0,1,0,0,1,0,0,11086692.0
33,10.0,4.0,52.4,10.5,12.0,20.0,1,0,1,0,1,0,0,0,11086692.0
11,11.0,6.0,52.4,12.0,5.0,6.0,1,0,1,0,0,0,1,0,11086692.0
152,19.0,4.0,96.0,13.8,23.0,23.0,1,0,1,0,0,0,1,0,24000000.0
262,8.0,4.0,52.4,21.8,3.0,7.0,1,0,1,0,0,0,1,0,11086692.0
70,11.0,4.0,99.1,10.0,22.0,22.0,1,0,1,0,0,0,0,1,26000000.0
11,8.0,5.0,52.4,20.9,4.0,5.0,1,0,1,0,0,0,1,0,11086692.0
240,11.0,4.0,52.4,12.0,5.0,15.0,1,0,1,0,0,1,0,0,11086692.0
246,3.0,5.0,124.5,19.3,2.0,3.0,1,0,1,0,0,0,0,1,11086692.0
7,13.0,4.0,106.0,10.5,8.0,26.0,1,0,1,0,1,0,0,0,39500000.0
18,12.0,5.0,52.4,22.0,3.0,7.0,1,0,1,0,0,0,1,0,11086692.0
95,7.0,4.0,104.0,10.5,2.0,5.0,1,0,1,0,1,0,0,0,32000000.0
306,20.0,4.0,52.4,10.5,25.0,24.0,1,0,1,0,0,0,0,1,11086692.0
88,6.0,7.0,52.4,11.2,6.0,7.0,1,0,1,0,1,0,0,0,11086692.0
16,10.0,5.0,52.4,15.5,1.0,3.0,1,0,1,0,0,1,0,0,11086692.0
11,7.0,6.0,52.4,10.5,7.0,8.0,1,0,1,0,0,1,0,0,11086692.0
0,7.0,4.0,79.8,8.0,3.0,6.0,1,0,1,0,0,0,1,0,20499999.0
234,10.0,5.0,52.4,10.5,15.0,16.0,1,0,1,0,0,1,0,0,11086692.0
133,5.0,4.0,104.7,10.3,4.0,9.0,1,0,1,0,0,0,0,1,11086692.0
243,11.0,4.0,102.5,17.0,3.0,10.0,1,0,1,0,0,0,1,0,30700000.0
203,13.0,4.0,86.0,22.0,14.0,18.0,1,0,1,0,1,0,0,0,20290000.0
249,5.0,5.0,52.4,10.5,3.0,8.0,1,0,1,0,0,0,1,0,11086692.0
71,8.0,5.0,128.0,6.0,1.0,3.0,1,0,1,0,0,0,0,1,11086692.0
281,9.0,4.0,107.1,17.2,10.0,17.0,1,0,1,0,0,1,0,0,39000000.0
91,7.0,4.0,123.0,19.0,2.0,24.0,1,0,1,0,0,0,1,0,45000000.0
4,10.0,6.0,52.4,13.0,15.0,21.0,1,0,1,0,1,0,0,0,11086692.0
11,10.0,4.0,111.0,15.8,6.0,6.0,1,0,1,0,0,1,0,0,11086692.0
234,8.0,7.0,52.4,10.5,2.0,5.0,1,0,1,0,0,1,0,0,11086692.0
15,12.0,4.0,105.0,12.0,10.0,28.0,1,0,1,0,0,1,0,0,11086692.0
203,22.0,4.0,104.7,14.9,11.0,15.0,1,0,1,0,0,1,0,0,25999990.0
293,8.0,4.0,52.4,19.6,3.0,9.0,1,0,1,0,0,1,0,0,11086692.0
124,8.0,6.0,52.4,10.5,1.0,7.0,1,0,1,0,0,1,0,0,11086692.0
116,10.0,4.0,98.4,14.8,3.0,22.0,1,0,1,0,0,0,0,1,21500000.0
103,5.0,4.0,52.4,10.5,4.0,14.0,1,0,1,0,0,0,1,0,43000000.0
253,12.0,5.0,52.4,10.5,2.0,4.0,1,0,1,0,0,1,0,0,11086692.0
182,11.0,4.0,92.0,9.0,11.0,17.0,1,0,1,0,0,0,0,1,11086692.0
302,13.0,4.0,52.4,10.5,16.0,16.0,1,0,1,0,0,1,0,0,11086692.0
49,7.0,4.0,92.2,10.5,4.0,26.0,1,0,1,0,0,1,0,0,38900000.0
106,10.0,5.0,107.0,8.9,4.0,5.0,1,0,1,0,0,0,0,1,11086692.0
139,11.0,4.0,125.0,12.0,14.0,25.0,1,0,1,0,0,0,1,0,11086692.0
139,15.0,5.0,52.4,21.0,3.0,19.0,1,0,1,0,0,1,0,0,11086692.0
162,4.0,5.0,52.4,18.2,9.0,10.0,1,0,1,0,0,0,1,0,11086692.0
155,18.0,5.0,52.4,20.0,22.0,16.0,1,0,1,0,1,0,0,0,11086692.0
304,10.0,5.0,52.4,10.8,5.0,12.0,1,0,1,0,1,0,0,0,11086692.0
279,18.0,4.0,52.4,18.8,5.0,28.0,1,0,1,0,0,0,0,1,36550000.0
159,3.0,7.0,52.4,17.0,8.0,9.0,1,0,1,0,0,0,1,0,11086692.0
297,17.0,4.0,52.4,10.5,9.0,24.0,1,0,1,0,0,1,0,0,11086692.0
268,7.0,4.0,52.4,17.9,19.0,21.0,1,0,1,0,0,0,1,0,11086692.0
234,9.0,5.0,52.4,15.0,7.0,7.0,1,0,1,0,1,0,0,0,11086692.0
297,13.0,4.0,117.0,10.5,10.0,16.0,1,0,1,0,1,0,0,0,41000000.0
214,25.0,4.0,62.6,7.0,3.0,9.0,1,0,1,0,1,0,0,0,15700000.0
234,9.0,5.0,52.4,10.5,3.0,7.0,1,0,1,0,1,0,0,0,11086692.0
92,20.0,4.0,111.3,11.7,14.0,17.0,1,0,1,0,0,0,0,1,18556000.0
141,7.0,5.0,52.4,19.4,3.0,28.0,1,0,1,0,1,0,0,0,11086692.0
141,7.0,4.0,96.0,14.6,15.0,28.0,1,0,1,0,1,0,0,0,11086692.0
240,12.0,5.0,52.4,10.5,22.0,14.0,1,0,1,0,1,0,0,0,11086692.0
122,24.0,7.0,52.4,10.5,3.0,12.0,1,0,1,0,1,0,0,0,11086692.0
133,3.0,4.0,90.0,14.1,6.0,8.0,1,0,1,0,0,0,1,0,45000000.0
195,12.0,4.0,71.5,7.2,1.0,5.0,1,0,1,0,0,0,0,1,25000000.0
248,6.0,5.0,52.4,15.0,4.0,5.0,1,0,1,0,0,1,0,0,11086692.0
234,9.0,5.0,52.4,15.0,4.0,7.0,1,0,1,0,1,0,0,0,11086692.0
260,23.0,4.0,96.0,10.0,16.0,16.0,1,0,1,0,0,0,0,1,31500000.0
137,12.0,5.0,52.4,20.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
11,6.0,4.0,52.4,19.1,1.0,4.0,1,0,1,0,0,1,0,0,11086692.0
249,13.0,5.0,52.4,10.5,6.0,9.0,1,0,1,0,0,1,0,0,11086692.0
268,10.0,4.0,52.4,10.5,20.0,22.0,1,0,1,0,0,1,0,0,11086692.0
66,8.0,5.0,66.2,20.0,7.0,6.0,1,0,1,0,1,0,0,0,27000000.0
282,13.0,5.0,52.4,10.5,3.0,6.0,1,0,1,0,0,1,0,0,11086692.0
234,6.0,5.0,52.4,15.0,4.0,5.0,1,0,1,0,0,1,0,0,11086692.0
234,6.0,5.0,52.4,15.0,5.0,5.0,1,0,1,0,0,1,0,0,11086692.0
68,5.0,4.0,52.4,20.7,5.0,6.0,1,0,1,0,0,1,0,0,11086692.0
294,7.0,4.0,52.4,17.0,4.0,8.0,1,0,1,0,1,0,0,0,11086692.0
234,10.0,5.0,52.4,20.0,5.0,7.0,1,0,1,0,1,0,0,0,11086692.0
87,15.0,6.0,52.4,10.5,7.0,7.0,1,0,1,0,0,1,0,0,11086692.0
162,8.0,5.0,52.4,10.5,4.0,13.0,1,0,1,0,1,0,0,0,11086692.0
11,11.0,5.0,52.4,10.5,5.0,8.0,1,0,1,0,0,1,0,0,11086692.0
182,10.0,6.0,52.4,10.5,5.0,6.0,1,0,1,0,1,0,0,0,11086692.0
240,11.0,4.0,52.4,19.0,3.0,13.0,1,0,1,0,0,1,0,0,11086692.0
273,10.0,4.0,95.5,10.1,5.0,12.0,1,0,1,0,0,0,0,1,23000000.0
229,10.0,4.0,52.4,20.0,9.0,14.0,1,0,1,0,0,1,0,0,11086692.0
17,11.0,4.0,52.4,22.1,8.0,13.0,1,0,1,0,0,0,1,0,11086692.0
302,16.0,4.0,124.4,6.0,5.0,7.0,1,0,1,0,0,1,0,0,11086692.0
249,8.0,4.0,52.4,10.5,11.0,11.0,1,0,1,0,1,0,0,0,11086692.0
167,9.0,4.0,101.0,10.0,10.0,22.0,1,0,1,0,0,0,1,0,27990000.0
112,7.0,6.0,52.4,10.5,6.0,6.0,1,0,1,0,0,0,1,0,11086692.0
233,24.0,5.0,52.4,10.5,1.0,26.0,1,0,1,0,1,0,0,0,11086692.0
217,12.0,4.0,52.4,10.5,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
287,11.0,4.0,73.0,12.0,12.0,23.0,1,0,1,0,1,0,0,0,18500000.0
66,5.0,4.0,105.0,10.0,2.0,6.0,1,0,1,0,0,0,0,1,42000000.0
200,4.0,4.0,100.7,10.5,5.0,14.0,1,0,1,0,0,0,0,1,11086692.0
295,7.0,4.0,90.0,11.4,3.0,9.0,1,0,1,0,0,0,1,0,45000000.0
290,14.0,4.0,52.4,15.0,11.0,26.0,1,0,1,0,0,0,1,0,11086692.0
265,12.0,4.0,52.4,20.1,2.0,6.0,1,0,1,0,0,1,0,0,11086692.0
159,8.0,5.0,52.4,14.4,3.0,7.0,1,0,1,0,0,1,0,0,11086692.0
5,4.0,5.0,112.5,10.4,2.0,16.0,1,0,1,0,0,0,1,0,32100000.0
146,17.0,4.0,130.0,14.0,22.0,33.0,1,0,1,0,0,1,0,0,45000000.0
149,12.0,4.0,122.4,10.5,8.0,5.0,1,0,1,0,1,0,0,0,11086692.0
149,12.0,4.0,95.0,16.0,20.0,5.0,1,0,1,0,1,0,0,0,37990000.0
200,1.0,4.0,52.4,20.0,8.0,11.0,1,0,1,0,0,1,0,0,11086692.0
246,3.0,5.0,124.5,18.0,2.0,3.0,1,0,1,0,1,0,0,0,11086692.0
224,20.0,4.0,71.0,7.4,2.0,5.0,1,0,1,0,0,0,0,1,17700000.0
195,11.0,4.0,95.0,11.0,4.0,26.0,1,0,1,0,1,0,0,0,41000000.0
59,10.0,4.0,112.0,15.0,14.0,14.0,1,0,1,0,0,0,0,1,24000000.0
88,6.0,4.0,103.0,12.0,5.0,7.0,1,0,1,0,1,0,0,0,11086692.0
43,13.0,5.0,52.4,10.5,17.0,22.0,1,0,1,0,1,0,0,0,11086692.0
114,7.0,4.0,112.0,10.0,2.0,5.0,1,0,1,0,0,0,1,0,30000000.0
245,2.0,4.0,105.0,8.0,5.0,6.0,1,0,1,0,1,0,0,0,40000000.0
66,8.0,4.0,126.3,10.5,7.0,6.0,1,0,1,0,1,0,0,0,11086692.0
111,16.0,4.0,130.0,15.0,13.0,22.0,1,0,1,0,1,0,0,0,35990000.0
139,12.0,4.0,111.8,9.8,5.0,14.0,1,0,1,0,0,0,0,1,35000000.0
297,17.0,4.0,98.2,16.9,18.0,24.0,1,0,1,0,1,0,0,0,11086692.0
237,12.0,5.0,52.4,21.2,16.0,16.0,1,0,1,0,0,1,0,0,11086692.0
237,12.0,5.0,52.4,20.2,16.0,16.0,1,0,1,0,0,1,0,0,11086692.0
237,15.0,4.0,110.1,15.7,19.0,20.0,1,0,1,0,0,1,0,0,11086692.0
237,15.0,4.0,106.7,15.5,19.0,20.0,1,0,1,0,0,1,0,0,11086692.0
237,15.0,4.0,52.4,18.0,7.0,20.0,1,0,1,0,0,1,0,0,11086692.0
237,15.0,4.0,52.4,18.0,13.0,20.0,1,0,1,0,0,1,0,0,11086692.0
237,15.0,4.0,52.4,18.0,14.0,20.0,1,0,1,0,0,1,0,0,11086692.0
237,15.0,4.0,52.4,18.0,15.0,20.0,1,0,1,0,0,1,0,0,11086692.0
139,18.0,7.0,52.4,10.5,8.0,8.0,1,0,1,0,0,1,0,0,11086692.0
182,8.0,6.0,52.4,10.5,4.0,4.0,1,0,1,0,0,1,0,0,11086692.0
234,13.0,5.0,52.4,10.5,11.0,13.0,1,0,1,0,0,1,0,0,11086692.0
47,13.0,4.0,78.8,8.2,2.0,12.0,1,0,1,0,0,0,1,0,17500000.0
249,9.0,4.0,130.0,17.4,4.0,6.0,1,0,1,0,0,1,0,0,11086692.0
207,13.0,5.0,52.4,10.5,3.0,20.0,1,0,1,0,0,0,1,0,11086692.0
292,18.0,4.0,117.0,19.0,10.0,16.0,1,0,1,0,0,1,0,0,11086692.0
252,25.0,4.0,62.5,5.9,6.0,9.0,1,0,1,0,0,0,0,1,14500000.0
238,4.0,4.0,100.0,10.5,5.0,22.0,1,0,1,0,0,0,0,1,19500000.0
112,12.0,4.0,52.4,10.5,5.0,5.0,1,0,1,0,0,0,1,0,11086692.0
137,1.0,5.0,130.0,12.0,2.0,14.0,1,0,1,0,1,0,0,0,11086692.0
12,9.0,4.0,52.4,10.5,16.0,16.0,1,0,1,0,0,1,0,0,11086692.0
262,8.0,5.0,52.4,22.1,5.0,7.0,1,0,1,0,0,0,0,1,11086692.0
258,2.0,4.0,52.4,10.5,4.0,5.0,1,0,1,0,0,0,1,0,11086692.0
122,19.0,6.0,52.4,10.5,21.0,3.0,1,0,1,0,0,1,0,0,11086692.0
155,11.0,4.0,52.4,21.5,8.0,30.0,1,0,1,0,0,1,0,0,11086692.0
126,15.0,4.0,85.3,8.3,4.0,12.0,1,0,1,0,0,0,0,1,22300000.0
11,10.0,4.0,52.4,19.2,2.0,7.0,1,0,1,0,0,1,0,0,11086692.0
137,12.0,5.0,52.4,13.2,2.0,14.0,1,0,1,0,1,0,0,0,11086692.0
139,12.0,4.0,108.8,10.5,23.0,16.0,1,0,1,0,1,0,0,0,11086692.0
249,9.0,4.0,96.0,12.0,5.0,5.0,1,0,1,0,0,1,0,0,11086692.0
87,13.0,5.0,52.4,10.5,5.0,7.0,1,0,1,0,0,1,0,0,11086692.0
206,6.0,5.0,52.4,10.5,3.0,17.0,1,0,1,0,0,1,0,0,11086692.0
202,22.0,4.0,96.8,9.5,5.0,5.0,1,0,1,0,0,0,1,0,28500000.0
137,27.0,5.0,52.4,10.5,18.0,22.0,1,0,1,0,0,1,0,0,11086692.0
43,11.0,4.0,52.4,14.3,1.0,14.0,1,0,1,0,0,1,0,0,41900000.0
279,26.0,4.0,52.4,10.5,7.0,28.0,1,0,1,0,1,0,0,0,11086692.0
111,8.0,4.0,52.4,14.0,10.0,26.0,1,0,1,0,0,0,1,0,11086692.0
106,4.0,6.0,52.4,16.0,4.0,5.0,1,0,1,0,0,1,0,0,11086692.0
113,9.0,4.0,64.3,10.0,1.0,25.0,1,0,1,0,0,0,1,0,18000000.0
182,7.0,6.0,52.4,10.5,2.0,8.0,1,0,1,0,1,0,0,0,11086692.0
137,10.0,5.0,52.4,20.0,4.0,7.0,1,0,1,0,0,1,0,0,11086692.0
15,3.0,4.0,106.0,10.0,5.0,8.0,1,0,1,0,0,0,0,1,32500000.0
200,7.0,5.0,52.4,20.0,4.0,16.0,1,0,1,0,0,0,1,0,11086692.0
137,1.0,5.0,128.0,10.5,8.0,14.0,1,0,1,0,1,0,0,0,11086692.0
122,10.0,4.0,127.0,10.5,3.0,17.0,1,0,1,0,0,1,0,0,11086692.0
59,9.0,4.0,63.2,5.8,1.0,9.0,1,0,1,0,0,0,0,1,12500000.0
155,15.0,5.0,52.4,18.3,4.0,15.0,1,0,1,0,0,1,0,0,11086692.0
149,13.0,4.0,85.7,10.5,11.0,24.0,1,0,1,0,0,1,0,0,35000000.0
189,13.0,4.0,103.0,13.1,1.0,4.0,1,0,1,0,0,0,0,1,14500000.0
279,9.0,4.0,95.4,10.5,6.0,20.0,1,0,1,0,1,0,0,0,11086692.0
5,4.0,5.0,111.6,11.0,5.0,16.0,1,0,1,0,0,0,1,0,30000000.0
263,12.0,4.0,123.0,20.0,9.0,16.0,1,0,1,0,1,0,0,0,42700000.0
212,8.0,4.0,52.4,13.0,15.0,18.0,1,0,1,0,0,0,1,0,11086692.0
171,21.0,4.0,100.7,10.5,19.0,24.0,1,0,1,0,0,1,0,0,11086692.0
296,16.0,4.0,52.4,10.5,26.0,29.0,1,0,1,0,1,0,0,0,11086692.0
268,7.0,4.0,52.4,18.1,19.0,21.0,1,0,1,0,0,0,1,0,11086692.0
122,15.0,5.0,52.4,19.0,6.0,17.0,1,0,1,0,0,0,1,0,11086692.0
296,13.0,6.0,52.4,10.5,17.0,18.0,1,0,1,0,0,0,1,0,11086692.0
229,10.0,4.0,110.0,12.0,11.0,14.0,1,0,1,0,1,0,0,0,11086692.0
62,24.0,4.0,52.4,13.8,16.0,16.0,1,0,1,0,0,0,0,1,35100000.0
299,16.0,5.0,116.0,8.0,2.0,9.0,1,0,1,0,0,0,0,1,34000000.0
285,23.0,4.0,85.4,10.5,8.0,27.0,1,0,1,0,0,1,0,0,11086692.0
297,17.0,4.0,52.4,17.0,17.0,24.0,1,0,1,0,1,0,0,0,11086692.0
268,7.0,4.0,52.4,17.9,19.0,21.0,1,0,1,0,0,0,1,0,11086692.0
122,18.0,4.0,52.4,18.6,3.0,16.0,1,0,1,0,1,0,0,0,11086692.0
122,18.0,5.0,52.4,10.5,20.0,16.0,1,0,1,0,0,1,0,0,11086692.0
