Станция метро,Минут до метро,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Тип квартиры_Вторичное,Тип квартиры_Новостройка,Регион_Москва,Регион_Московская область,Ремонт_Без ремонта,Ремонт_Дизайнерский,Ремонт_Евроремонт,Ремонт_Косметический,Цена
9,5.0,2.0,47.9,10.6,2.0,3.0,1,0,0,1,0,0,1,0,9500000.0
185,10.0,2.0,35.0,11.0,6.0,8.0,1,0,0,1,0,1,0,0,9600000.0
173,15.0,2.0,52.1,11.0,10.0,12.0,1,0,0,1,1,0,0,0,9600000.0
173,12.0,2.0,60.9,13.6,1.0,3.0,1,0,0,1,1,0,0,0,9700000.0
180,6.0,2.0,47.1,6.0,2.0,5.0,1,0,0,1,0,0,1,0,9650000.0
173,6.0,2.0,66.0,11.2,10.0,25.0,1,0,0,1,0,0,1,0,9800000.0
173,8.0,2.0,45.0,8.0,8.0,8.0,1,0,0,1,0,0,0,1,9800000.0
138,15.0,2.0,57.9,13.0,1.0,1.0,1,0,0,1,0,0,0,1,9900000.0
99,8.0,2.0,55.3,11.2,2.0,18.0,1,0,0,1,0,0,0,1,9900000.0
180,13.0,2.0,43.5,5.0,13.0,25.0,1,0,0,1,0,0,1,0,9850000.0
99,8.0,2.0,53.7,7.6,5.0,9.0,1,0,0,1,0,1,0,0,9900000.0
185,12.0,2.0,43.5,10.2,13.0,25.0,1,0,0,1,0,0,1,0,9850000.0
180,13.0,2.0,51.0,17.0,12.0,25.0,1,0,0,1,1,0,0,0,10000000.0
99,6.0,2.0,52.0,9.2,3.0,17.0,1,0,0,1,0,0,0,1,10000000.0
99,11.0,2.0,53.4,9.0,16.0,17.0,1,0,0,1,0,0,0,1,9999000.0
173,12.0,2.0,60.2,9.0,11.0,25.0,1,0,0,1,0,0,0,1,10000000.0
173,6.0,2.0,53.2,11.0,5.0,18.0,1,0,0,1,0,0,0,1,10000000.0
185,12.0,2.0,40.1,5.0,2.0,25.0,1,0,0,1,0,0,1,0,10200000.0
180,9.0,2.0,53.4,8.4,4.0,14.0,1,0,0,1,0,0,0,1,10150000.0
244,8.0,2.0,48.2,10.1,8.0,16.0,1,0,0,1,0,0,0,1,10190000.0
180,3.0,2.0,54.8,12.0,8.0,18.0,1,0,0,1,0,0,0,1,10300000.0
173,6.0,2.0,56.0,10.0,17.0,25.0,1,0,0,1,0,0,0,1,10300000.0
244,8.0,2.0,38.6,12.0,16.0,33.0,1,0,0,1,0,0,0,1,10300000.0
180,13.0,2.0,61.8,8.2,2.0,5.0,1,0,0,1,0,0,0,1,10300000.0
173,15.0,2.0,55.2,11.2,8.0,8.0,1,0,0,1,0,0,0,1,10500000.0
173,6.0,2.0,57.0,13.0,15.0,25.0,1,0,0,1,0,0,0,1,10500000.0
99,12.0,2.0,60.0,11.0,1.0,17.0,1,0,0,1,0,0,1,0,10500000.0
99,9.0,2.0,52.1,12.0,3.0,25.0,1,0,0,1,0,0,0,1,10500000.0
173,7.0,2.0,52.0,10.9,12.0,14.0,1,0,0,1,0,0,1,0,10500000.0
173,6.0,2.0,83.7,15.0,2.0,24.0,1,0,0,1,1,0,0,0,10500000.0
265,18.0,2.0,60.8,12.0,10.0,24.0,1,0,0,1,0,0,1,0,10600000.0
138,7.0,2.0,49.6,12.2,10.0,14.0,1,0,0,1,0,0,1,0,10650000.0
173,4.0,2.0,57.0,14.2,1.0,8.0,1,0,0,1,1,0,0,0,10650000.0
173,6.0,2.0,72.0,13.8,7.0,25.0,1,0,0,1,0,0,0,1,10670000.0
173,7.0,2.0,58.7,10.0,8.0,25.0,1,0,0,1,0,0,1,0,10750000.0
99,23.0,2.0,67.7,10.0,4.0,22.0,1,0,0,1,0,0,1,0,10900000.0
99,9.0,2.0,53.6,10.5,19.0,26.0,1,0,0,1,0,0,1,0,10900000.0
244,8.0,2.0,50.0,10.0,5.0,25.0,1,0,0,1,0,0,1,0,11000000.0
173,16.0,2.0,63.3,19.6,4.0,8.0,1,0,0,1,1,0,0,0,11000000.0
145,18.0,2.0,33.0,5.0,11.0,23.0,1,0,0,1,0,1,0,0,11050001.0
180,13.0,2.0,57.0,10.0,2.0,5.0,1,0,0,1,0,0,0,1,11300000.0
293,5.0,3.0,108.8,15.6,3.0,3.0,1,0,1,0,1,0,0,0,11086692.0
11,9.0,3.0,96.9,11.1,2.0,5.0,1,0,1,0,1,0,0,0,11086692.0
279,6.0,3.0,63.2,11.9,8.0,16.0,1,0,1,0,0,1,0,0,44240000.0
22,6.0,3.0,52.4,18.6,3.0,6.0,1,0,1,0,0,1,0,0,11086692.0
22,9.0,3.0,103.8,15.0,6.0,6.0,1,0,1,0,1,0,0,0,11086692.0
22,6.0,3.0,111.0,15.8,5.0,6.0,1,0,1,0,0,1,0,0,11086692.0
106,10.0,3.0,117.0,6.0,3.0,5.0,1,0,1,0,0,0,1,0,11086692.0
240,9.0,3.0,52.4,17.2,14.0,14.0,1,0,1,0,0,1,0,0,11086692.0
4,11.0,3.0,92.0,20.0,4.0,21.0,1,0,1,0,0,0,0,1,11086692.0
217,13.0,3.0,109.0,10.5,8.0,16.0,1,0,1,0,0,1,0,0,38000000.0
88,11.0,3.0,86.0,8.0,2.0,9.0,1,0,1,0,0,1,0,0,11086692.0
43,7.0,3.0,83.5,12.5,16.0,22.0,1,0,1,0,1,0,0,0,22450000.0
66,1.0,3.0,104.0,20.0,3.0,15.0,1,0,1,0,0,1,0,0,11086692.0
277,10.0,3.0,77.1,13.5,22.0,25.0,1,0,1,0,1,0,0,0,17500000.0
212,5.0,3.0,106.7,10.5,15.0,17.0,1,0,1,0,0,0,0,1,41500000.0
137,12.0,3.0,70.0,12.4,2.0,14.0,1,0,1,0,1,0,0,0,11086692.0
240,11.0,3.0,52.4,18.3,3.0,15.0,1,0,1,0,0,1,0,0,11086692.0
240,8.0,3.0,52.4,10.5,14.0,14.0,1,0,1,0,0,1,0,0,11086692.0
7,8.0,3.0,84.9,21.0,18.0,31.0,1,0,1,0,0,1,0,0,39900000.0
66,7.0,3.0,75.7,5.0,7.0,17.0,1,0,1,0,0,1,0,0,39000000.0
62,5.0,3.0,112.3,15.9,16.0,25.0,1,0,1,0,0,1,0,0,11086692.0
240,5.0,3.0,97.0,14.7,7.0,18.0,1,0,1,0,0,1,0,0,11086692.0
282,5.0,3.0,97.0,15.0,5.0,14.0,1,0,1,0,0,1,0,0,11086692.0
268,7.0,3.0,95.0,15.0,11.0,21.0,1,0,1,0,0,1,0,0,11086692.0
111,4.0,3.0,95.5,14.5,8.0,29.0,1,0,1,0,1,0,0,0,33999000.0
297,13.0,3.0,77.0,10.5,4.0,6.0,1,0,1,0,0,1,0,0,36000000.0
142,6.0,3.0,110.0,11.5,8.0,16.0,1,0,1,0,0,1,0,0,42700000.0
19,5.0,3.0,90.53,14.1,10.0,21.0,1,0,1,0,0,0,1,0,11086692.0
137,13.0,3.0,121.0,15.0,16.0,16.0,1,0,1,0,0,1,0,0,11086692.0
18,8.0,3.0,68.5,9.1,4.0,6.0,1,0,1,0,0,0,0,1,24500000.0
233,14.0,3.0,62.5,6.4,3.0,12.0,1,0,1,0,0,1,0,0,26000000.0
66,17.0,3.0,82.2,7.6,8.0,16.0,1,0,1,0,1,0,0,0,11086692.0
66,15.0,3.0,91.4,7.1,10.0,16.0,1,0,1,0,0,1,0,0,11086692.0
159,16.0,3.0,95.7,14.6,3.0,7.0,1,0,1,0,0,1,0,0,11086692.0
240,6.0,3.0,118.7,16.5,3.0,5.0,1,0,1,0,1,0,0,0,11086692.0
182,5.0,3.0,128.0,17.2,3.0,6.0,1,0,1,0,0,1,0,0,11086692.0
234,13.0,3.0,52.4,20.0,2.0,7.0,1,0,1,0,0,1,0,0,11086692.0
297,13.0,3.0,73.0,12.7,12.0,30.0,1,0,1,0,0,1,0,0,37500000.0
240,9.0,3.0,83.0,10.0,7.0,13.0,1,0,1,0,0,0,1,0,11086692.0
240,8.0,3.0,83.0,13.5,7.0,13.0,1,0,1,0,0,1,0,0,11086692.0
240,11.0,3.0,52.4,18.3,3.0,15.0,1,0,1,0,0,1,0,0,11086692.0
62,17.0,3.0,87.0,13.8,15.0,22.0,1,0,1,0,1,0,0,0,44000000.0
240,10.0,3.0,52.4,20.6,4.0,6.0,1,0,1,0,1,0,0,0,11086692.0
240,8.0,3.0,52.4,18.0,9.0,15.0,1,0,1,0,0,1,0,0,11086692.0
208,7.0,3.0,75.0,9.0,1.0,7.0,1,0,1,0,0,1,0,0,11086692.0
93,10.0,3.0,79.9,10.5,2.0,2.0,1,0,1,0,0,1,0,0,11086692.0
229,9.0,3.0,120.0,16.6,2.0,14.0,1,0,1,0,0,1,0,0,11086692.0
19,5.0,3.0,114.0,16.1,7.0,21.0,1,0,1,0,0,0,1,0,11086692.0
262,5.0,3.0,52.4,10.5,2.0,4.0,1,0,1,0,0,1,0,0,11086692.0
149,9.0,3.0,82.5,16.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
149,10.0,3.0,106.1,10.5,8.0,16.0,1,0,1,0,1,0,0,0,40500000.0
149,10.0,3.0,105.6,15.6,11.0,16.0,1,0,1,0,1,0,0,0,43500000.0
87,15.0,3.0,100.0,14.9,6.0,7.0,1,0,1,0,0,0,1,0,11086692.0
282,5.0,3.0,111.0,15.8,6.0,8.0,1,0,1,0,0,0,0,1,11086692.0
240,7.0,3.0,113.9,17.0,6.0,12.0,1,0,1,0,1,0,0,0,11086692.0
208,6.0,3.0,52.4,10.5,3.0,4.0,1,0,1,0,0,1,0,0,11086692.0
256,14.0,3.0,90.0,13.0,3.0,9.0,1,0,1,0,1,0,0,0,27300000.0
202,7.0,3.0,90.8,12.6,2.0,30.0,1,0,1,0,0,0,0,1,33800000.0
179,17.0,3.0,81.6,10.5,13.0,28.0,1,0,1,0,1,0,0,0,45000000.0
244,8.0,3.0,126.0,17.1,3.0,29.0,1,0,1,0,0,0,1,0,11086692.0
102,10.0,3.0,94.1,14.4,4.0,5.0,1,0,1,0,0,1,0,0,41000000.0
149,10.0,3.0,118.6,10.5,9.0,16.0,1,0,1,0,1,0,0,0,43000000.0
249,7.0,3.0,93.8,20.0,4.0,14.0,1,0,1,0,0,0,1,0,11086692.0
189,16.0,3.0,91.0,10.5,13.0,16.0,1,0,1,0,1,0,0,0,11086692.0
234,6.0,3.0,103.0,15.2,2.0,11.0,1,0,1,0,0,0,1,0,11086692.0
12,12.0,3.0,91.0,10.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
195,7.0,3.0,105.0,14.0,3.0,13.0,1,0,1,0,0,1,0,0,11086692.0
100,10.0,3.0,130.0,10.5,4.0,13.0,1,0,1,0,0,1,0,0,11086692.0
112,15.0,3.0,52.4,18.0,2.0,11.0,1,0,1,0,0,0,1,0,11086692.0
297,5.0,3.0,85.5,13.7,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
22,12.0,3.0,126.3,17.1,3.0,18.0,1,0,1,0,0,1,0,0,11086692.0
282,11.0,3.0,95.0,12.0,7.0,14.0,1,0,1,0,1,0,0,0,11086692.0
258,7.0,3.0,52.4,19.3,3.0,6.0,1,0,1,0,0,1,0,0,11086692.0
177,11.0,3.0,127.4,20.0,6.0,6.0,1,0,1,0,0,1,0,0,11086692.0
19,25.0,3.0,75.3,13.0,17.0,21.0,1,0,1,0,1,0,0,0,11086692.0
64,2.0,3.0,52.4,22.1,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
200,6.0,3.0,52.4,20.2,4.0,6.0,1,0,1,0,0,1,0,0,11086692.0
51,5.0,3.0,80.0,16.7,22.0,30.0,1,0,1,0,0,0,1,0,23800000.0
4,7.0,3.0,92.9,20.3,5.0,17.0,1,0,1,0,1,0,0,0,36000000.0
64,4.0,3.0,52.4,10.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
57,15.0,3.0,118.7,16.5,8.0,16.0,1,0,1,0,1,0,0,0,11086692.0
297,5.0,3.0,72.2,8.4,4.0,30.0,1,0,1,0,0,0,0,1,34000000.0
268,3.0,3.0,98.5,19.7,3.0,4.0,1,0,1,0,0,0,1,0,35490000.0
212,10.0,3.0,52.4,17.6,15.0,16.0,1,0,1,0,1,0,0,0,11086692.0
66,9.0,3.0,99.0,15.0,10.0,25.0,1,0,1,0,0,1,0,0,11086692.0
212,12.0,3.0,76.0,12.9,15.0,16.0,1,0,1,0,0,1,0,0,11086692.0
182,10.0,3.0,52.4,21.9,2.0,8.0,1,0,1,0,1,0,0,0,11086692.0
142,7.0,3.0,75.0,12.8,17.0,28.0,1,0,1,0,0,1,0,0,11086692.0
217,13.0,3.0,52.4,10.5,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
297,18.0,3.0,98.2,16.9,18.0,19.0,1,0,1,0,1,0,0,0,11086692.0
255,3.0,3.0,90.0,15.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
64,2.0,3.0,52.4,10.5,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
240,9.0,3.0,52.4,17.2,14.0,14.0,1,0,1,0,1,0,0,0,11086692.0
247,16.0,3.0,54.0,11.1,3.0,4.0,1,0,1,0,1,0,0,0,11990000.0
203,13.0,3.0,62.0,10.0,4.0,17.0,1,0,1,0,1,0,0,0,12900000.0
168,8.0,3.0,72.0,12.6,6.0,8.0,1,0,1,0,0,0,0,1,15500000.0
240,4.0,3.0,62.0,6.6,1.0,6.0,1,0,1,0,0,0,1,0,24800000.0
240,5.0,3.0,62.7,9.0,2.0,5.0,1,0,1,0,0,1,0,0,27500000.0
211,22.0,3.0,93.5,17.1,11.0,29.0,1,0,1,0,1,0,0,0,31800000.0
255,4.0,3.0,98.0,14.7,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
233,23.0,3.0,104.0,10.5,14.0,26.0,1,0,1,0,1,0,0,0,11086692.0
64,2.0,3.0,52.4,10.5,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
137,5.0,3.0,71.2,6.2,2.0,14.0,1,0,1,0,0,0,1,0,44988700.0
297,19.0,3.0,84.0,16.0,12.0,19.0,1,0,1,0,0,1,0,0,11086692.0
268,7.0,3.0,127.6,7.0,6.0,21.0,1,0,1,0,0,1,0,0,11086692.0
11,6.0,3.0,94.0,8.0,2.0,7.0,1,0,1,0,0,1,0,0,11086692.0
226,11.0,3.0,57.4,10.0,1.0,16.0,1,0,1,0,0,1,0,0,26700000.0
229,17.0,3.0,81.25,10.5,6.0,18.0,1,0,1,0,0,0,0,1,39500000.0
66,10.0,3.0,77.2,8.4,5.0,12.0,1,0,1,0,0,1,0,0,41500000.0
66,6.0,3.0,70.0,12.4,15.0,15.0,1,0,1,0,0,1,0,0,42990000.0
279,15.0,3.0,91.5,14.2,6.0,21.0,1,0,1,0,0,1,0,0,45000000.0
297,19.0,3.0,99.0,14.8,2.0,19.0,1,0,1,0,0,1,0,0,11086692.0
64,11.0,3.0,90.0,10.5,7.0,21.0,1,0,1,0,1,0,0,0,11086692.0
64,7.0,3.0,100.0,14.9,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
122,22.0,3.0,105.5,15.4,4.0,8.0,1,0,1,0,0,1,0,0,11086692.0
159,11.0,3.0,52.4,18.5,6.0,8.0,1,0,1,0,0,1,0,0,11086692.0
222,8.0,3.0,63.0,7.0,1.0,9.0,1,0,1,0,0,0,1,0,12000000.0
25,14.0,3.0,60.6,6.0,2.0,9.0,1,0,1,0,0,0,0,1,14450000.0
191,4.0,3.0,60.0,6.1,9.0,9.0,1,0,1,0,0,1,0,0,14500000.0
156,4.0,3.0,84.0,13.6,11.0,22.0,1,0,1,0,0,0,1,0,24287000.0
37,6.0,3.0,80.0,15.0,19.0,24.0,1,0,1,0,0,0,1,0,26500000.0
268,17.0,3.0,77.2,10.5,11.0,22.0,1,0,1,0,0,1,0,0,33500000.0
280,7.0,3.0,82.0,12.2,3.0,5.0,1,0,1,0,0,1,0,0,36900000.0
182,5.0,3.0,78.2,20.0,2.0,7.0,1,0,1,0,0,0,1,0,41990000.0
229,11.0,3.0,107.3,10.0,22.0,29.0,1,0,1,0,1,0,0,0,45000000.0
297,12.0,3.0,85.8,13.7,8.0,16.0,1,0,1,0,1,0,0,0,45000000.0
234,7.0,3.0,91.0,14.2,7.0,8.0,1,0,1,0,0,1,0,0,11086692.0
297,12.0,3.0,89.0,14.0,8.0,16.0,1,0,1,0,1,0,0,0,11086692.0
297,12.0,3.0,88.6,14.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
206,5.0,3.0,121.0,15.4,6.0,12.0,1,0,1,0,0,0,1,0,11086692.0
12,10.0,3.0,52.4,20.0,9.0,16.0,1,0,1,0,0,1,0,0,11086692.0
268,15.0,3.0,52.4,18.9,4.0,20.0,1,0,1,0,0,1,0,0,11086692.0
122,4.0,3.0,105.4,14.0,4.0,8.0,1,0,1,0,0,1,0,0,11086692.0
219,5.0,3.0,60.0,8.0,9.0,9.0,1,0,1,0,0,0,1,0,12800000.0
219,5.0,3.0,60.0,14.0,4.0,17.0,1,0,1,0,0,1,0,0,17650000.0
207,15.0,3.0,55.0,11.2,7.0,8.0,1,0,1,0,0,0,1,0,24000050.0
212,10.0,3.0,68.5,12.3,7.0,16.0,1,0,1,0,1,0,0,0,30800000.0
111,4.0,3.0,85.0,20.0,8.0,29.0,1,0,1,0,1,0,0,0,32300000.0
279,18.0,3.0,57.0,11.4,20.0,29.0,1,0,1,0,0,1,0,0,34000000.0
33,11.0,3.0,117.9,10.5,20.0,20.0,1,0,1,0,1,0,0,0,39200000.0
181,7.0,3.0,88.0,13.9,8.0,18.0,1,0,1,0,0,1,0,0,39700000.0
66,1.0,3.0,90.0,20.0,8.0,13.0,1,0,1,0,0,0,1,0,41000000.0
21,22.0,3.0,103.8,15.2,2.0,21.0,1,0,1,0,0,1,0,0,44000000.0
57,26.0,3.0,79.0,13.2,15.0,20.0,1,0,1,0,0,1,0,0,45000000.0
12,14.0,3.0,123.8,10.5,1.0,16.0,1,0,1,0,0,0,1,0,11086692.0
189,15.0,3.0,66.3,6.0,13.0,16.0,1,0,1,0,0,1,0,0,11086692.0
268,4.0,3.0,110.0,20.0,6.0,8.0,1,0,1,0,0,1,0,0,11086692.0
137,7.0,3.0,90.0,20.0,14.0,25.0,1,0,1,0,1,0,0,0,11086692.0
279,13.0,3.0,112.0,15.9,17.0,25.0,1,0,1,0,0,1,0,0,11086692.0
11,7.0,3.0,102.9,15.2,3.0,9.0,1,0,1,0,0,0,0,1,11086692.0
268,3.0,3.0,100.9,12.9,16.0,22.0,1,0,1,0,0,0,1,0,11086692.0
289,6.0,3.0,52.4,10.5,3.0,10.0,1,0,1,0,0,1,0,0,11086692.0
258,9.0,3.0,102.0,15.1,7.0,9.0,1,0,1,0,0,0,1,0,11086692.0
206,5.0,3.0,120.9,15.0,6.0,12.0,1,0,1,0,0,0,1,0,11086692.0
258,11.0,3.0,52.4,18.3,2.0,8.0,1,0,1,0,1,0,0,0,11086692.0
268,11.0,3.0,100.0,14.9,7.0,18.0,1,0,1,0,1,0,0,0,11086692.0
22,7.0,3.0,126.6,17.1,6.0,27.0,1,0,1,0,0,1,0,0,11086692.0
64,4.0,3.0,52.4,10.5,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
106,7.0,3.0,52.4,17.8,4.0,8.0,1,0,1,0,0,1,0,0,11086692.0
268,15.0,3.0,100.0,14.9,18.0,21.0,1,0,1,0,0,1,0,0,11086692.0
182,5.0,3.0,114.0,16.1,2.0,6.0,1,0,1,0,0,0,1,0,11086692.0
159,3.0,3.0,52.4,20.0,4.0,12.0,1,0,1,0,0,1,0,0,11086692.0
87,5.0,3.0,52.4,19.9,8.0,16.0,1,0,1,0,0,0,1,0,11086692.0
183,3.0,3.0,67.6,12.2,5.0,12.0,1,0,1,0,1,0,0,0,27770000.0
15,22.0,3.0,60.1,11.6,8.0,30.0,1,0,1,0,0,1,0,0,30500000.0
147,19.0,3.0,65.0,22.0,15.0,16.0,1,0,1,0,0,1,0,0,33000000.0
107,5.0,3.0,94.1,14.4,20.0,23.0,1,0,1,0,0,1,0,0,33500000.0
302,2.0,3.0,130.2,17.4,6.0,17.0,1,0,1,0,0,1,0,0,11086692.0
212,11.0,3.0,109.0,10.5,12.0,18.0,1,0,1,0,0,1,0,0,11086692.0
212,9.0,3.0,113.1,16.0,3.0,21.0,1,0,1,0,0,1,0,0,11086692.0
182,2.0,3.0,106.4,15.4,5.0,6.0,1,0,1,0,0,1,0,0,11086692.0
159,3.0,3.0,52.4,18.7,4.0,9.0,1,0,1,0,0,0,1,0,11086692.0
19,25.0,3.0,100.0,14.9,18.0,21.0,1,0,1,0,0,1,0,0,11086692.0
240,10.0,3.0,125.3,17.0,6.0,14.0,1,0,1,0,1,0,0,0,11086692.0
256,14.0,3.0,85.0,14.4,8.0,8.0,1,0,1,0,0,0,0,1,33400000.0
7,2.0,3.0,61.0,11.7,17.0,16.0,1,0,1,0,0,1,0,0,35000000.0
297,2.0,3.0,108.0,15.6,12.0,16.0,1,0,1,0,0,1,0,0,11086692.0
234,9.0,3.0,52.4,10.5,5.0,17.0,1,0,1,0,1,0,0,0,11086692.0
11,6.0,3.0,94.1,14.4,2.0,8.0,1,0,1,0,0,1,0,0,11086692.0
290,7.0,4.0,52.4,10.5,21.0,23.0,1,0,1,0,0,0,0,1,11086692.0
212,13.0,4.0,115.0,7.0,3.0,17.0,1,0,1,0,0,1,0,0,11086692.0
106,5.0,4.0,52.4,20.0,6.0,7.0,1,0,1,0,0,1,0,0,11086692.0
106,3.0,4.0,52.4,14.0,6.0,7.0,1,0,1,0,0,1,0,0,11086692.0
149,10.0,4.0,94.5,14.5,20.0,16.0,1,0,1,0,1,0,0,0,37990000.0
22,6.0,4.0,52.4,10.5,4.0,6.0,1,0,1,0,0,1,0,0,11086692.0
268,15.0,4.0,52.4,18.5,13.0,20.0,1,0,1,0,0,1,0,0,11086692.0
182,6.0,4.0,52.4,10.5,6.0,8.0,1,0,1,0,0,0,1,0,11086692.0
26,4.0,4.0,52.4,7.0,4.0,5.0,1,0,1,0,0,1,0,0,11086692.0
282,10.0,4.0,52.4,22.1,7.0,11.0,1,0,1,0,1,0,0,0,11086692.0
88,11.0,4.0,108.6,9.0,2.0,9.0,1,0,1,0,0,1,0,0,11086692.0
26,4.0,4.0,52.4,12.0,4.0,5.0,1,0,1,0,0,1,0,0,11086692.0
182,6.0,4.0,52.4,15.0,2.0,6.0,1,0,1,0,0,1,0,0,11086692.0
149,10.0,4.0,108.6,15.6,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
129,6.0,4.0,52.4,10.5,11.0,21.0,1,0,1,0,1,0,0,0,11086692.0
12,9.0,4.0,52.4,10.5,20.0,21.0,1,0,1,0,0,1,0,0,11086692.0
137,14.0,4.0,115.6,14.1,3.0,14.0,1,0,1,0,1,0,0,0,11086692.0
149,10.0,4.0,108.2,15.6,11.0,16.0,1,0,1,0,1,0,0,0,43000000.0
149,10.0,4.0,127.5,17.2,20.0,16.0,1,0,1,0,1,0,0,0,11086692.0
137,20.0,4.0,92.8,14.3,8.0,14.0,1,0,1,0,0,1,0,0,11086692.0
212,1.0,4.0,52.4,15.0,14.0,23.0,1,0,1,0,0,1,0,0,11086692.0
88,13.0,4.0,109.0,10.0,2.0,9.0,1,0,1,0,0,1,0,0,11086692.0
17,15.0,4.0,52.4,20.7,2.0,5.0,1,0,1,0,0,0,1,0,11086692.0
279,6.0,4.0,113.0,16.0,4.0,16.0,1,0,1,0,1,0,0,0,42000000.0
22,7.0,4.0,52.4,10.5,6.0,6.0,1,0,1,0,0,1,0,0,11086692.0
268,13.0,4.0,89.0,20.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
234,4.0,4.0,95.0,14.0,5.0,6.0,1,0,1,0,0,1,0,0,11086692.0
31,11.0,4.0,52.4,20.0,4.0,6.0,1,0,1,0,1,0,0,0,11086692.0
268,10.0,4.0,52.4,20.5,20.0,21.0,1,0,1,0,0,1,0,0,11086692.0
111,19.0,4.0,97.9,10.0,6.0,12.0,1,0,1,0,0,1,0,0,40000000.0
177,4.0,4.0,84.8,10.0,2.0,8.0,1,0,1,0,1,0,0,0,11086692.0
66,17.0,4.0,52.4,9.4,2.0,16.0,1,0,1,0,0,1,0,0,11086692.0
66,15.0,4.0,52.4,6.5,24.0,16.0,1,0,1,0,0,1,0,0,11086692.0
66,15.0,4.0,112.8,14.3,10.0,16.0,1,0,1,0,0,1,0,0,11086692.0
22,16.0,4.0,52.4,10.5,5.0,20.0,1,0,1,0,1,0,0,0,11086692.0
66,15.0,4.0,52.4,6.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
68,4.0,4.0,52.4,20.7,5.0,6.0,1,0,1,0,0,1,0,0,11086692.0
282,8.0,4.0,52.4,10.5,14.0,14.0,1,0,1,0,0,1,0,0,11086692.0
133,2.0,4.0,52.4,10.5,9.0,11.0,1,0,1,0,0,1,0,0,11086692.0
149,10.0,4.0,108.0,15.6,11.0,16.0,1,0,1,0,1,0,0,0,43000000.0
137,16.0,4.0,52.4,10.5,10.0,17.0,1,0,1,0,0,1,0,0,11086692.0
240,6.0,4.0,52.4,21.5,2.0,6.0,1,0,1,0,1,0,0,0,11086692.0
240,8.0,4.0,52.4,18.2,5.0,15.0,1,0,1,0,1,0,0,0,11086692.0
240,7.0,4.0,52.4,22.1,7.0,11.0,1,0,1,0,1,0,0,0,11086692.0
11,9.0,4.0,52.4,20.6,6.0,6.0,1,0,1,0,1,0,0,0,11086692.0
12,12.0,4.0,52.4,7.3,23.0,16.0,1,0,1,0,0,1,0,0,11086692.0
240,6.0,4.0,52.4,21.5,2.0,12.0,1,0,1,0,1,0,0,0,11086692.0
240,7.0,4.0,52.4,22.1,7.0,11.0,1,0,1,0,1,0,0,0,11086692.0
234,13.0,4.0,52.4,10.5,5.0,7.0,1,0,1,0,0,1,0,0,11086692.0
189,15.0,4.0,52.4,9.0,23.0,16.0,1,0,1,0,0,1,0,0,11086692.0
208,6.0,4.0,121.0,16.7,4.0,7.0,1,0,1,0,0,1,0,0,11086692.0
122,1.0,4.0,129.4,17.3,17.0,18.0,1,0,1,0,0,1,0,0,11086692.0
149,10.0,4.0,106.1,15.2,8.0,16.0,1,0,1,0,1,0,0,0,40500000.0
122,17.0,4.0,52.4,15.0,8.0,16.0,1,0,1,0,0,1,0,0,11086692.0
162,6.0,4.0,52.4,19.0,3.0,3.0,1,0,1,0,1,0,0,0,11086692.0
122,10.0,4.0,52.4,15.0,8.0,16.0,1,0,1,0,0,0,1,0,11086692.0
137,19.0,4.0,52.4,22.1,11.0,16.0,1,0,1,0,1,0,0,0,11086692.0
19,5.0,4.0,52.4,17.7,10.0,21.0,1,0,1,0,0,0,1,0,11086692.0
240,10.0,4.0,52.4,20.8,4.0,6.0,1,0,1,0,1,0,0,0,11086692.0
212,10.0,4.0,52.4,17.8,15.0,16.0,1,0,1,0,1,0,0,0,11086692.0
234,8.0,4.0,52.4,21.0,12.0,13.0,1,0,1,0,1,0,0,0,11086692.0
149,9.0,4.0,118.6,10.5,9.0,16.0,1,0,1,0,1,0,0,0,43000000.0
240,10.0,4.0,52.4,17.7,6.0,14.0,1,0,1,0,1,0,0,0,11086692.0
106,3.0,4.0,128.0,17.2,2.0,5.0,1,0,1,0,1,0,0,0,11086692.0
66,7.0,4.0,95.6,14.5,18.0,19.0,1,0,1,0,0,1,0,0,11086692.0
189,15.0,4.0,91.0,11.0,10.0,16.0,1,0,1,0,0,1,0,0,11086692.0
294,11.0,4.0,52.4,15.0,2.0,6.0,1,0,1,0,0,1,0,0,11086692.0
282,5.0,4.0,52.4,20.0,7.0,14.0,1,0,1,0,0,1,0,0,11086692.0
